unique ID,Primary archt/firm,Primary archt/firm[1][Name],Primary archt/firm[1][Role],Primary archt/firm[1][Type],Primary archt/firm[2][Name],Primary archt/firm[2][Role],Primary archt/firm[2][Type],Primary archt/firm[3][Name],Primary archt/firm[3][Role],Primary archt/firm[3][Type],Primary archt/firm[4][Name],Primary archt/firm[4][Role],Primary archt/firm[4][Type],Primary archt/firm[5][Name],Primary archt/firm[5][Role],Primary archt/firm[5][Type],Primary archt/firm_flag
17367,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17368,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17369,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17370,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17372,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17373,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17374,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17375,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17376,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17377,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17378,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17379,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17380,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17381,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17382,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17383,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17384,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17385,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17386,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17387,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17388,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17389,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17390,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17391,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17392,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17393,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17394,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17395,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17396,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17397,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17398,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17399,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17400,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17401,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17402,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17403,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17404,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17405,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17406,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17407,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17408,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17409,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17410,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17411,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17412,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17413,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17414,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17415,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17416,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17417,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17418,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17419,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17420,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17421,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17422,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17423,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17424,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17425,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17426,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17427,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17428,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17429,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17430,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17431,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17432,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17433,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17434,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17435,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17436,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17437,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17438,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17439,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17440,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17441,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17442,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17443,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17444,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17445,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17446,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17448,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17449,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17450,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17451,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17452,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17453,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17454,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17455,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17456,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17457,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17458,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17459,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17460,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17461,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17462,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
17463,SOA Student Work,SOA Student Work,contributor,person,,,,,,,,,,,,,0
