unique ID,coll code,Collection,Set type
13874,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC"
13875,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches"
13876,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches
structural
mechanical/plumbing/HVAC
electrical
includes interiors
industrial design/furniture
preliminary"
13877,FG,Fehr and Granger collection,architectural/measured
13878,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
design/studies and sketches
includes interiors
preliminary"
13879,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches"
13880,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
presentation"
13881,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
presentation
design/studies and sketches
includes interiors
preliminary"
13882,FG,Fehr and Granger collection,"architectural/measured
preliminary"
13883,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
presentation
design/studies and sketches
includes interiors
preliminary"
13884,FG,Fehr and Granger collection,"architectural/measured
preliminary"
13885,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
13886,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
13887,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC
electrical"
13888,FG,Fehr and Granger collection,architectural/measured
13889,FG,Fehr and Granger collection,architectural/measured
13890,FG,Fehr and Granger collection,"architectural/measured
site/landscape 
design/studies and sketches
preliminary"
13891,FG,Fehr and Granger collection,"architectural/measured
site/landscape 
design/studies and sketches
preliminary"
13892,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches
mechanical/plumbing/HVAC
electrical"
13893,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC
electrical
design/studies and sketches
preliminary"
13894,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC
electrical
structural
site/landscape "
13895,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC
electrical"
13896,FG,Fehr and Granger collection,"architectural/measured
site/landscape 
design/studies and sketches
preliminary"
13897,FG,Fehr and Granger collection,architectural/measured
13898,FG,Fehr and Granger collection,"architectural/measured
site/landscape "
13899,FG,Fehr and Granger collection,"architectural/measured
site/landscape "
13900,FG,Fehr and Granger collection,architectural/measured
13901,FG,Fehr and Granger collection,"site/landscape 
design/studies and sketches
preliminary"
13902,FG,Fehr and Granger collection,architectural/measured
13903,FG,Fehr and Granger collection,architectural/measured
13904,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches"
13905,FG,Fehr and Granger collection,architectural/measured
13906,FG,Fehr and Granger collection,"architectural/measured
site/landscape 
design/studies and sketches
includes interiors"
13907,FG,Fehr and Granger collection,"architectural/measured
other (see notes)"
13908,FG,Fehr and Granger collection,architectural/measured
13909,FG,Fehr and Granger collection,architectural/measured
13910,FG,Fehr and Granger collection,architectural/measured
13911,FG,Fehr and Granger collection,architectural/measured
13912,FG,Fehr and Granger collection,"architectural/measured
electrical
structural
mechanical/plumbing/HVAC
preliminary"
13913,FG,Fehr and Granger collection,architectural/measured
13914,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC
preliminary"
13915,FG,Fehr and Granger collection,"architectural/measured
preliminary"
13916,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC"
13917,FG,Fehr and Granger collection,"architectural/measured
site/landscape "
13918,FG,Fehr and Granger collection,"site/landscape 
design/studies and sketches
includes interiors
preliminary
architectural/measured
structural"
13919,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches
preliminary"
13920,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches
preliminary
site/landscape "
13921,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches
preliminary"
13922,FG,Fehr and Granger collection,"architectural/measured
design/studies and sketches
preliminary
site/landscape "
13923,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
includes interiors"
13924,FG,Fehr and Granger collection,design/studies and sketches
13925,FG,Fehr and Granger collection,"architectural/measured
includes interiors
preliminary"
13926,FG,Fehr and Granger collection,architectural/measured
13927,FG,Fehr and Granger collection,site/landscape 
13928,FG,Fehr and Granger collection,other (see notes)
13929,FG,Fehr and Granger collection,"site/landscape 
architectural/measured"
13930,FG,Fehr and Granger collection,"site/landscape 
architectural/measured"
13931,FG,Fehr and Granger collection,"site/landscape 
architectural/measured"
13932,FG,Fehr and Granger collection,architectural/measured
13933,FG,Fehr and Granger collection,"architectural/measured
electrical
site/landscape "
13934,FG,Fehr and Granger collection,architectural/measured
13935,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
preliminary"
13936,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC
preliminary"
13937,FG,Fehr and Granger collection,"architectural/measured
mechanical/plumbing/HVAC
preliminary
structural
electrical
site/landscape "
13938,FG,Fehr and Granger collection,"architectural/measured
preliminary"
13939,FG,Fehr and Granger collection,architectural/measured
13940,FG,Fehr and Granger collection,architectural/measured
13941,FG,Fehr and Granger collection,"architectural/measured
preliminary"
13942,FG,Fehr and Granger collection,"architectural/measured
preliminary
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
13943,FG,Fehr and Granger collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
13944,FG,Fehr and Granger collection,"architectural/measured
site/landscape "
13945,FG,Fehr and Granger collection,"architectural/measured
site/landscape "
13946,FG,Fehr and Granger collection,"architectural/measured
structural
electrical
mechanical/plumbing/HVAC
preliminary"
13947,FG,Fehr and Granger collection,"architectural/measured
structural
electrical
mechanical/plumbing/HVAC
preliminary
site/landscape "
13948,FG,Fehr and Granger collection,"architectural/measured
electrical
preliminary
site/landscape 
presentation"
13949,FG,Fehr and Granger collection,"architectural/measured
electrical
structural"
13950,FG,Fehr and Granger collection,"architectural/measured
presentation"
13951,FG,Fehr and Granger collection,architectural/measured
13952,FG,Fehr and Granger collection,"architectural/measured
presentation"
13953,FG,Fehr and Granger collection,"architectural/measured
presentation
site/landscape "
13954,FG,Fehr and Granger collection,"architectural/measured
site/landscape "
14293,FLNDR,Jim Willis research collection on James E. Flanders,architectural/measured
14294,FLNDR,Jim Willis research collection on James E. Flanders,architectural/measured
14295,FLNDR,Jim Willis research collection on James E. Flanders,architectural/measured
14296,FLNDR,Jim Willis research collection on James E. Flanders,architectural/measured
17030,FLOWR,E. B. Flowers collection,
17031,FLOWR,E. B. Flowers collection,
17032,FLOWR,E. B. Flowers collection,
17033,FLOWR,E. B. Flowers collection,
17034,FLOWR,E. B. Flowers collection,
17035,FLOWR,E. B. Flowers collection,
17036,FLOWR,E. B. Flowers collection,
17037,FLOWR,E. B. Flowers collection,
10676,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
design/studies and sketches"
10677,FORD,O'Neil Ford collection,"presentation
architectural/measured
structural
design/studies and sketches
electrical"
10678,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical"
10679,FORD,O'Neil Ford collection,structural
10680,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
structural
design/studies and sketches
preliminary
electrical"
10681,FORD,O'Neil Ford collection,"architectural/measured
design/studies and sketches
preliminary"
10682,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
preliminary"
10683,FORD,O'Neil Ford collection,"architectural/measured
electrical
mechanical/plumbing/HVAC
site/landscape 
structural"
10684,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
preliminary
mechanical/plumbing/HVAC
electrical
presentation"
10685,FORD,O'Neil Ford collection,"site/landscape 
design/studies and sketches
preliminary"
10686,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
design/studies and sketches"
10687,FORD,O'Neil Ford collection,"architectural/measured
structural"
10688,FORD,O'Neil Ford collection,
10689,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10690,FORD,O'Neil Ford collection,"design/studies and sketches
architectural/measured"
10691,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
preliminary"
10692,FORD,O'Neil Ford collection,"electrical
architectural/measured
design/studies and sketches
includes interiors
site/landscape "
10693,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape "
10694,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
electrical
mechanical/plumbing/HVAC"
10695,FORD,O'Neil Ford collection,"includes interiors
preliminary
architectural/measured
design/studies and sketches"
10696,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
design/studies and sketches"
10697,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10698,FORD,O'Neil Ford collection,
10699,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10700,FORD,O'Neil Ford collection,"structural
mechanical/plumbing/HVAC
electrical
architectural/measured"
10701,FORD,O'Neil Ford collection,"electrical
site/landscape 
structural
architectural/measured"
10702,FORD,O'Neil Ford collection,
10703,FORD,O'Neil Ford collection,
10704,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10705,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC"
10706,FORD,O'Neil Ford collection,
10707,FORD,O'Neil Ford collection,
10708,FORD,O'Neil Ford collection,architectural/measured
10709,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
mechanical/plumbing/HVAC
site/landscape 
presentation
design/studies and sketches"
10710,FORD,O'Neil Ford collection,"architectural/measured
structural"
10711,FORD,O'Neil Ford collection,"architectural/measured
presentation
design/studies and sketches
site/landscape 
preliminary"
10712,FORD,O'Neil Ford collection,"architectural/measured
design/studies and sketches
preliminary"
10713,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10714,FORD,O'Neil Ford collection,"structural
architectural/measured
electrical"
10715,FORD,O'Neil Ford collection,architectural/measured
10716,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical"
10717,FORD,O'Neil Ford collection,"structural
architectural/measured
site/landscape "
10718,FORD,O'Neil Ford collection,"preliminary
architectural/measured
site/landscape 
design/studies and sketches"
10719,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
includes interiors"
10720,FORD,O'Neil Ford collection,"design/studies and sketches
architectural/measured
mechanical/plumbing/HVAC"
10721,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
10722,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
electrical
includes interiors"
10723,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape "
10724,FORD,O'Neil Ford collection,architectural/measured
10725,FORD,O'Neil Ford collection,"site/landscape 
structural
architectural/measured
mechanical/plumbing/HVAC"
10726,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10727,FORD,O'Neil Ford collection,"architectural/measured
electrical
design/studies and sketches
presentation
structural"
10728,FORD,O'Neil Ford collection,
10729,FORD,O'Neil Ford collection,
10730,FORD,O'Neil Ford collection,"preliminary
design/studies and sketches
site/landscape 
architectural/measured
structural"
10731,FORD,O'Neil Ford collection,"preliminary
structural
design/studies and sketches
architectural/measured"
10732,FORD,O'Neil Ford collection,architectural/measured
10733,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
presentation"
10734,FORD,O'Neil Ford collection,
10735,FORD,O'Neil Ford collection,"site/landscape 
electrical
structural
architectural/measured"
10736,FORD,O'Neil Ford collection,"preliminary
design/studies and sketches
architectural/measured
site/landscape "
10737,FORD,O'Neil Ford collection,architectural/measured
10738,FORD,O'Neil Ford collection,"architectural/measured
design/studies and sketches
preliminary
site/landscape 
electrical
mechanical/plumbing/HVAC
structural"
10739,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
electrical
mechanical/plumbing/HVAC"
10740,FORD,O'Neil Ford collection,architectural/measured
10741,FORD,O'Neil Ford collection,architectural/measured
10742,FORD,O'Neil Ford collection,"site/landscape 
architectural/measured
structural
preliminary
electrical"
10743,FORD,O'Neil Ford collection,"architectural/measured
includes interiors
structural"
10744,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
includes interiors
design/studies and sketches"
10745,FORD,O'Neil Ford collection,"structural
architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape "
10746,FORD,O'Neil Ford collection,"design/studies and sketches
includes interiors
preliminary
architectural/measured
structural"
10747,FORD,O'Neil Ford collection,
10748,FORD,O'Neil Ford collection,"site/landscape 
structural
architectural/measured
electrical"
10749,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
structural
electrical
site/landscape "
10750,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
structural"
10751,FORD,O'Neil Ford collection,"site/landscape 
structural
architectural/measured"
10752,FORD,O'Neil Ford collection,"architectural/measured
preliminary
electrical"
10753,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
electrical"
10754,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
mechanical/plumbing/HVAC"
10755,FORD,O'Neil Ford collection,"architectural/measured
presentation
electrical
structural"
10756,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape "
10757,FORD,O'Neil Ford collection,"electrical
mechanical/plumbing/HVAC
structural
architectural/measured
site/landscape "
10758,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
presentation"
10759,FORD,O'Neil Ford collection,architectural/measured
10760,FORD,O'Neil Ford collection,"architectural/measured
electrical
mechanical/plumbing/HVAC"
10761,FORD,O'Neil Ford collection,"architectural/measured
design/studies and sketches
preliminary
structural
mechanical/plumbing/HVAC
electrical"
10762,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape "
10763,FORD,O'Neil Ford collection,architectural/measured
10764,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
electrical
structural
includes interiors"
10765,FORD,O'Neil Ford collection,"architectural/measured
electrical"
10766,FORD,O'Neil Ford collection,architectural/measured
10767,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape "
10768,FORD,O'Neil Ford collection,architectural/measured
10769,FORD,O'Neil Ford collection,"architectural/measured
structural
includes interiors
other (see notes)"
10770,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC"
10771,FORD,O'Neil Ford collection,"architectural/measured
electrical
mechanical/plumbing/HVAC
structural"
10772,FORD,O'Neil Ford collection,"electrical
mechanical/plumbing/HVAC
structural
architectural/measured
site/landscape 
includes interiors"
10773,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10774,FORD,O'Neil Ford collection,"design/studies and sketches
architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10775,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
includes interiors
preliminary"
10776,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
preliminary
design/studies and sketches
structural
mechanical/plumbing/HVAC
electrical"
10777,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10778,FORD,O'Neil Ford collection,"architectural/measured
structural
presentation
site/landscape "
10779,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
electrical"
10780,FORD,O'Neil Ford collection,"presentation
includes interiors
design/studies and sketches
architectural/measured"
10781,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
site/landscape "
10782,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
electrical"
10783,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
mechanical/plumbing/HVAC
site/landscape "
10784,FORD,O'Neil Ford collection,"site/landscape 
presentation"
10785,FORD,O'Neil Ford collection,"design/studies and sketches
preliminary"
10786,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape "
10787,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
site/landscape 
electrical
design/studies and sketches"
10788,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10789,FORD,O'Neil Ford collection,"architectural/measured
design/studies and sketches
preliminary
structural
site/landscape "
10790,FORD,O'Neil Ford collection,
10791,FORD,O'Neil Ford collection,architectural/measured
10792,FORD,O'Neil Ford collection,
10793,FORD,O'Neil Ford collection,
10794,FORD,O'Neil Ford collection,"mechanical/plumbing/HVAC
electrical"
10795,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10796,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical"
10797,FORD,O'Neil Ford collection,architectural/measured
10798,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
includes interiors
site/landscape "
10799,FORD,O'Neil Ford collection,"architectural/measured
electrical
mechanical/plumbing/HVAC
site/landscape 
includes interiors"
10800,FORD,O'Neil Ford collection,"architectural/measured
electrical
mechanical/plumbing/HVAC
structural"
10801,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical"
10802,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape "
10803,FORD,O'Neil Ford collection,"architectural/measured
presentation
electrical"
10804,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
includes interiors
presentation
design/studies and sketches"
10805,FORD,O'Neil Ford collection,"mechanical/plumbing/HVAC
structural
architectural/measured
electrical"
10806,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10807,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape "
10808,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape "
10809,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
industrial design/furniture"
10810,FORD,O'Neil Ford collection,
10811,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10812,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10813,FORD,O'Neil Ford collection,"structural
mechanical/plumbing/HVAC
electrical"
10814,FORD,O'Neil Ford collection,
10815,FORD,O'Neil Ford collection,
10816,FORD,O'Neil Ford collection,"mechanical/plumbing/HVAC
electrical"
10817,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
industrial design/furniture"
10818,FORD,O'Neil Ford collection,"structural
mechanical/plumbing/HVAC"
10819,FORD,O'Neil Ford collection,
10820,FORD,O'Neil Ford collection,
10821,FORD,O'Neil Ford collection,
10822,FORD,O'Neil Ford collection,
10823,FORD,O'Neil Ford collection,
10824,FORD,O'Neil Ford collection,
10825,FORD,O'Neil Ford collection,
10826,FORD,O'Neil Ford collection,
10827,FORD,O'Neil Ford collection,"design/studies and sketches
preliminary
architectural/measured
site/landscape "
10828,FORD,O'Neil Ford collection,"design/studies and sketches
site/landscape 
architectural/measured"
10829,FORD,O'Neil Ford collection,
10830,FORD,O'Neil Ford collection,
10831,FORD,O'Neil Ford collection,
10832,FORD,O'Neil Ford collection,
10833,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
presentation"
10834,FORD,O'Neil Ford collection,architectural/measured
10835,FORD,O'Neil Ford collection,
10836,FORD,O'Neil Ford collection,
10837,FORD,O'Neil Ford collection,
10838,FORD,O'Neil Ford collection,
10839,FORD,O'Neil Ford collection,
10840,FORD,O'Neil Ford collection,
10841,FORD,O'Neil Ford collection,
10842,FORD,O'Neil Ford collection,
10843,FORD,O'Neil Ford collection,
10844,FORD,O'Neil Ford collection,
10845,FORD,O'Neil Ford collection,
10846,FORD,O'Neil Ford collection,
10847,FORD,O'Neil Ford collection,
10848,FORD,O'Neil Ford collection,
10849,FORD,O'Neil Ford collection,
10850,FORD,O'Neil Ford collection,
10851,FORD,O'Neil Ford collection,
10852,FORD,O'Neil Ford collection,
10853,FORD,O'Neil Ford collection,"architectural/measured
structural"
10854,FORD,O'Neil Ford collection,"structural
electrical
architectural/measured
includes interiors"
10855,FORD,O'Neil Ford collection,"architectural/measured
electrical"
10856,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
mechanical/plumbing/HVAC
structural
electrical"
10857,FORD,O'Neil Ford collection,architectural/measured
10858,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape 
mechanical/plumbing/HVAC
electrical"
10859,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10860,FORD,O'Neil Ford collection,
10861,FORD,O'Neil Ford collection,
10862,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
10863,FORD,O'Neil Ford collection,"architectural/measured
structural
presentation
site/landscape "
10864,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10865,FORD,O'Neil Ford collection,"structural
architectural/measured
mechanical/plumbing/HVAC
electrical"
10866,FORD,O'Neil Ford collection,architectural/measured
10867,FORD,O'Neil Ford collection,"architectural/measured
preliminary
site/landscape 
presentation"
10868,FORD,O'Neil Ford collection,
10869,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
design/studies and sketches"
10870,FORD,O'Neil Ford collection,"mechanical/plumbing/HVAC
electrical
site/landscape 
architectural/measured
structural"
10871,FORD,O'Neil Ford collection,"architectural/measured
structural"
10872,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10873,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
includes interiors
electrical"
10874,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC"
10875,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape "
10876,FORD,O'Neil Ford collection,architectural/measured
10877,FORD,O'Neil Ford collection,
10878,FORD,O'Neil Ford collection,structural
10879,FORD,O'Neil Ford collection,
10880,FORD,O'Neil Ford collection,"site/landscape 
architectural/measured"
10881,FORD,O'Neil Ford collection,
10882,FORD,O'Neil Ford collection,
10883,FORD,O'Neil Ford collection,structural
10884,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
design/studies and sketches"
10885,FORD,O'Neil Ford collection,"structural
architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape "
10886,FORD,O'Neil Ford collection,"electrical
mechanical/plumbing/HVAC
structural
architectural/measured"
10887,FORD,O'Neil Ford collection,structural
10888,FORD,O'Neil Ford collection,"site/landscape 
architectural/measured"
10889,FORD,O'Neil Ford collection,architectural/measured
10890,FORD,O'Neil Ford collection,"presentation
site/landscape 
architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
10891,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
10892,FORD,O'Neil Ford collection,"architectural/measured
preliminary
design/studies and sketches
structural"
10893,FORD,O'Neil Ford collection,"architectural/measured
structural"
10894,FORD,O'Neil Ford collection,structural
10895,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC"
10896,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
structural
mechanical/plumbing/HVAC
electrical"
10897,FORD,O'Neil Ford collection,"structural
mechanical/plumbing/HVAC
electrical
site/landscape 
architectural/measured
design/studies and sketches
preliminary"
10898,FORD,O'Neil Ford collection,"architectural/measured
site/landscape "
10899,FORD,O'Neil Ford collection,architectural/measured
10900,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC"
10901,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
10902,FORD,O'Neil Ford collection,"mechanical/plumbing/HVAC
site/landscape 
electrical"
10903,FORD,O'Neil Ford collection,"mechanical/plumbing/HVAC
structural
architectural/measured
design/studies and sketches"
10904,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC"
10905,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
mechanical/plumbing/HVAC"
10906,FORD,O'Neil Ford collection,architectural/measured
10907,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC"
10908,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
electrical"
10909,FORD,O'Neil Ford collection,"architectural/measured
structural"
10910,FORD,O'Neil Ford collection,"architectural/measured
structural"
10911,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
structural"
10912,FORD,O'Neil Ford collection,architectural/measured
10913,FORD,O'Neil Ford collection,"structural
architectural/measured
mechanical/plumbing/HVAC"
10914,FORD,O'Neil Ford collection,"structural
architectural/measured
electrical
mechanical/plumbing/HVAC"
10915,FORD,O'Neil Ford collection,"site/landscape 
architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
10916,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical"
10917,FORD,O'Neil Ford collection,"architectural/measured
electrical
mechanical/plumbing/HVAC
includes interiors
site/landscape "
10918,FORD,O'Neil Ford collection,"architectural/measured
electrical
mechanical/plumbing/HVAC
site/landscape 
structural"
10919,FORD,O'Neil Ford collection,"site/landscape 
structural
architectural/measured"
10920,FORD,O'Neil Ford collection,"site/landscape 
architectural/measured
structural"
10921,FORD,O'Neil Ford collection,"site/landscape 
architectural/measured
presentation"
10922,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
structural"
10923,FORD,O'Neil Ford collection,"architectural/measured
structural"
10924,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical"
10925,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape "
10926,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical"
10927,FORD,O'Neil Ford collection,"site/landscape 
design/studies and sketches
architectural/measured"
10928,FORD,O'Neil Ford collection,"architectural/measured
structural
site/landscape "
10929,FORD,O'Neil Ford collection,architectural/measured
10930,FORD,O'Neil Ford collection,architectural/measured
10931,FORD,O'Neil Ford collection,architectural/measured
10932,FORD,O'Neil Ford collection,"architectural/measured
structural"
10933,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape 
includes interiors"
10934,FORD,O'Neil Ford collection,"design/studies and sketches
preliminary
architectural/measured
site/landscape "
10935,FORD,O'Neil Ford collection,"architectural/measured
site/landscape 
structural
electrical"
10936,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape "
10937,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
structural
electrical
site/landscape "
10938,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape "
10939,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
preliminary
design/studies and sketches
includes interiors"
10940,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
includes interiors"
10941,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
preliminary"
10942,FORD,O'Neil Ford collection,"architectural/measured
mechanical/plumbing/HVAC
electrical
site/landscape "
10943,FORD,O'Neil Ford collection,"architectural/measured
electrical
site/landscape "
10944,FORD,O'Neil Ford collection,"architectural/measured
structural
electrical
site/landscape 
includes interiors"
10945,FORD,O'Neil Ford collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape "
10946,FORD,O'Neil Ford collection,"architectural/measured
structural
presentation
preliminary
site/landscape "
10949,FORD,O'Neil Ford collection,architectural/measured
10950,FORD,O'Neil Ford collection,architectural/measured
10951,FORD,O'Neil Ford collection,architectural/measured
10952,FORD,O'Neil Ford collection,presentation
10953,FORD,O'Neil Ford collection,
10954,FORD,O'Neil Ford collection,
10955,FORD,O'Neil Ford collection,
