unique ID,coll code,Collection,Set type,Set type[1],Set type[2],Set type[3],Set type[4],Set type[5],Set type[6],Set type[7],Set type[8],Set type[9],Set type[10],Set type[11],Set type[12],Set type[13],Set type[14],Set type[15],Set type[16],Set type[17],Set type[18],Set type_src[1],Set type_src[2],Set type_src[3],Set type_src[4],Set type_src[5],Set type_src[6],Set type_src[7],Set type_src[8],Set type_src[9],Set type_src[10],Set type_src[11],Set type_src[12],Set type_src[13],Set type_src[14],Set type_src[15],Set type_src[16],Set type_src[17],Set type_src[18],Set type[1][flag],Set type[2][flag],Set type[3][flag],Set type[4][flag],Set type[5][flag],Set type[6][flag],Set type[7][flag],Set type[8][flag],Set type[9][flag],Set type[10][flag],Set type[11][flag],Set type[12][flag],Set type[13][flag],Set type[14][flag],Set type[15][flag],Set type[16][flag],Set type[17][flag],Set type[18][flag]
11778,COPAR,COmmittee for the Preservation of Architectural Records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14303,COPAR,COmmittee for the Preservation of Architectural Records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14331,COPAR,COmmittee for the Preservation of Architectural Records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244,COPAR,COmmittee for the Preservation of Architectural Records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,COPAR,"Sanguinet, Staats, and Hedrick records",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,COPAR,"Sanguinet, Staats, and Hedrick records",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,CREER,Philip Creer collection,"design/studies and sketches
preliminary",design drawings,studies,sketches,preliminary drawings (drawings),,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
4769,CREER,Philip Creer collection,"architectural/measured
structural",architectural drawings (visual works),measured drawings,structural drawings,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4770,CREER,Philip Creer collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
4771,CREER,Philip Creer collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
4772,CREER,Philip Creer collection,presentation,presentation drawings (proposals),,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
4773,CREER,Philip Creer collection,"architectural/measured
preliminary",architectural drawings (visual works),measured drawings,preliminary drawings (drawings),,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
4774,CREER,Philip Creer collection,"architectural/measured
design/studies and sketches",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,,,,,,,,,,,,,,aat,aat,aat,aat,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
4775,CREER,Philip Creer collection,"architectural/measured
design/studies and sketches
preliminary",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,preliminary drawings (drawings),,,,,,,,,,,,,aat,aat,aat,aat,aat,aat,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
4776,CREER,Philip Creer collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
4777,CREER,Philip Creer collection,"architectural/measured
design/studies and sketches
preliminary",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,preliminary drawings (drawings),,,,,,,,,,,,,aat,aat,aat,aat,aat,aat,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
4778,CREER,Philip Creer collection,"architectural/measured
preliminary",architectural drawings (visual works),measured drawings,preliminary drawings (drawings),,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
10437,CREER,Philip Creer collection,"architectural/measured
structural
other (see notes)",architectural drawings (visual works),measured drawings,structural drawings,other (see notes),,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,
10438,CREER,Philip Creer collection,"architectural/measured
site/landscape 
presentation
design/studies and sketches",architectural drawings (visual works),measured drawings,site plans,landscape,presentation drawings (proposals),design drawings,studies,sketches,,,,,,,,,,,aat,aat,aat,local,aat,aat,aat,aat,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
10439,CREER,Philip Creer collection,"architectural/measured
site/landscape 
design/studies and sketches",architectural drawings (visual works),measured drawings,site plans,landscape,design drawings,studies,sketches,,,,,,,,,,,,aat,aat,aat,local,aat,aat,aat,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
10440,CREER,Philip Creer collection,"architectural/measured
design/studies and sketches",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,,,,,,,,,,,,,,aat,aat,aat,aat,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
10441,CREER,Philip Creer collection,"architectural/measured
design/studies and sketches
presentation",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,presentation drawings (proposals),,,,,,,,,,,,,aat,aat,aat,aat,aat,aat,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
10442,CREER,Philip Creer collection,"architectural/measured
design/studies and sketches
presentation
site/landscape ",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,presentation drawings (proposals),site plans,landscape,,,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,local,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
10444,CREER,Philip Creer collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10445,CREER,Philip Creer collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10446,CREER,Philip Creer collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10447,CREER,Philip Creer collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11767,CREER,Philip Creer collection,"preliminary
includes interiors
architectural/measured",preliminary drawings (drawings),interior views,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
11768,CREER,Philip Creer collection,"architectural/measured
electrical
preliminary",architectural drawings (visual works),measured drawings,electrical plans,preliminary drawings (drawings),,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
11769,CREER,Philip Creer collection,"architectural/measured
site/landscape 
design/studies and sketches
preliminary",architectural drawings (visual works),measured drawings,site plans,landscape,design drawings,studies,sketches,preliminary drawings (drawings),,,,,,,,,,,aat,aat,aat,local,aat,aat,aat,aat,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
11770,CREER,Philip Creer collection,"architectural/measured
structural",architectural drawings (visual works),measured drawings,structural drawings,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
11771,CREER,Philip Creer collection,"preliminary
site/landscape 
electrical
structural
architectural/measured",preliminary drawings (drawings),site plans,landscape,electrical plans,structural drawings,architectural drawings (visual works),measured drawings,,,,,,,,,,,,aat,aat,local,aat,aat,aat,aat,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
11772,CREER,Philip Creer collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
11773,CREER,Philip Creer collection,site/landscape ,site plans,landscape,,,,,,,,,,,,,,,,,aat,local,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
11791,CREER,Philip Creer collection,"architectural/measured
student work",architectural drawings (visual works),measured drawings,student drawings,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
11792,CREER,Philip Creer collection,student work,student drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
16858,CREER,Philip Creer collection,"mechanical/plumbing/HVAC
architectural/measured",mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,aat,aat,aat,aat,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
16894,CREER,Philip Creer collection,"architectural/measured
student work",architectural drawings (visual works),measured drawings,student drawings,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
435,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
436,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
439,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
440,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
442,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
443,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
444,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
445,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
448,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
449,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
450,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
451,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
452,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
453,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
456,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
457,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
458,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
459,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
460,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
461,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
463,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
464,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
465,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
466,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
2748,CRET,Paul Phillippe Cret collection,design/studies and sketches,design drawings,studies,sketches,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
2749,CRET,Paul Phillippe Cret collection,design/studies and sketches,design drawings,studies,sketches,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
2750,CRET,Paul Phillippe Cret collection,design/studies and sketches,design drawings,studies,sketches,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
2751,CRET,Paul Phillippe Cret collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,CRET,Paul Phillippe Cret collection,design/studies and sketches,design drawings,studies,sketches,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
2753,CRET,Paul Phillippe Cret collection,design/studies and sketches,design drawings,studies,sketches,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
2754,CRET,Paul Phillippe Cret collection,design/studies and sketches,design drawings,studies,sketches,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
2875,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
2876,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
2877,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
2878,CRET,Paul Phillippe Cret collection,design,design drawings,,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
4789,CRET,Paul Phillippe Cret collection,presentation,presentation drawings (proposals),,,,,,,,,,,,,,,,,,aat,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
4812,CRET,Paul Phillippe Cret collection,"design
design/studies and sketches",design drawings,design drawings,studies,sketches,,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
4813,CRET,Paul Phillippe Cret collection,"design
design/studies and sketches",design drawings,design drawings,studies,sketches,,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
4814,CRET,Paul Phillippe Cret collection,"design
design/studies and sketches",design drawings,design drawings,studies,sketches,,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
4816,CRET,Paul Phillippe Cret collection,"design
design/studies and sketches",design drawings,design drawings,studies,sketches,,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
8370,CRET,Paul Phillippe Cret collection,design/studies and sketches,design drawings,studies,sketches,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
14091,CRET,Paul Phillippe Cret collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
10224,CTAC,Connecticut Architectural collection,"architectural/measured
site/landscape ",architectural drawings (visual works),measured drawings,site plans,landscape,,,,,,,,,,,,,,,aat,aat,aat,local,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
10229,CTAC,Connecticut Architectural collection,"architectural/measured
site/landscape ",architectural drawings (visual works),measured drawings,site plans,landscape,,,,,,,,,,,,,,,aat,aat,aat,local,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
10230,CTAC,Connecticut Architectural collection,"architectural/measured
includes interiors",architectural drawings (visual works),measured drawings,interior views,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
15006,CTAC,Connecticut Architectural collection,"site/landscape 
architectural/measured",site plans,landscape,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,aat,local,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
5300,CURT,Corneil G. Curtis collection,"architectural/measured
includes interiors",architectural drawings (visual works),measured drawings,interior views,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
5301,CURT,Corneil G. Curtis collection,"architectural/measured
site/landscape 
includes interiors",architectural drawings (visual works),measured drawings,site plans,landscape,interior views,,,,,,,,,,,,,,aat,aat,aat,local,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
5302,CURT,Corneil G. Curtis collection,"architectural/measured
includes interiors",architectural drawings (visual works),measured drawings,interior views,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
5303,CURT,Corneil G. Curtis collection,"architectural/measured
includes interiors",architectural drawings (visual works),measured drawings,interior views,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
5304,CURT,Corneil G. Curtis collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
site/landscape 
includes interiors",architectural drawings (visual works),measured drawings,structural drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,electrical plans,site plans,landscape,interior views,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,aat,local,aat,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
5305,CURT,Corneil G. Curtis collection,"architectural/measured
includes interiors
preliminary",architectural drawings (visual works),measured drawings,interior views,preliminary drawings (drawings),,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
5306,CURT,Corneil G. Curtis collection,"architectural/measured
structural
includes interiors",architectural drawings (visual works),measured drawings,structural drawings,interior views,,,,,,,,,,,,,,,aat,aat,aat,aat,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
5307,CURT,Corneil G. Curtis collection,"architectural/measured
preliminary",architectural drawings (visual works),measured drawings,preliminary drawings (drawings),,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
5308,CURT,Corneil G. Curtis collection,"architectural/measured
structural
electrical
includes interiors",architectural drawings (visual works),measured drawings,structural drawings,electrical plans,interior views,,,,,,,,,,,,,,aat,aat,aat,aat,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
5309,CURT,Corneil G. Curtis collection,"architectural/measured
includes interiors",architectural drawings (visual works),measured drawings,interior views,,,,,,,,,,,,,,,,aat,aat,aat,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
5310,CURT,Corneil G. Curtis collection,"architectural/measured
structural
electrical
includes interiors
preliminary",architectural drawings (visual works),measured drawings,structural drawings,electrical plans,interior views,preliminary drawings (drawings),,,,,,,,,,,,,aat,aat,aat,aat,aat,aat,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
5311,CURT,Corneil G. Curtis collection,"architectural/measured
structural
mechanical/plumbing/HVAC
electrical
design/studies and sketches
includes interiors",architectural drawings (visual works),measured drawings,structural drawings,mechanical drawings (building systems drawings),plumbing plans,plumbing drawings,electrical plans,design drawings,studies,sketches,interior views,,,,,,,,aat,aat,aat,aat,aat,aat,aat,aat,aat,aat,aat,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
5312,CURT,Corneil G. Curtis collection,"architectural/measured
structural
electrical
site/landscape 
design/studies and sketches
preliminary",architectural drawings (visual works),measured drawings,structural drawings,electrical plans,site plans,landscape,design drawings,studies,sketches,preliminary drawings (drawings),,,,,,,,,aat,aat,aat,aat,aat,local,aat,aat,aat,aat,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
5313,CURT,Corneil G. Curtis collection,"architectural/measured
structural
electrical
site/landscape 
includes interiors",architectural drawings (visual works),measured drawings,structural drawings,electrical plans,site plans,landscape,interior views,,,,,,,,,,,,aat,aat,aat,aat,aat,local,aat,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
5314,CURT,Corneil G. Curtis collection,"architectural/measured
includes interiors
industrial design/furniture",architectural drawings (visual works),measured drawings,interior views,Industrial design drawings,furniture,,,,,,,,,,,,,,aat,aat,aat,gmgpc,gmgpc,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
5315,CURT,Corneil G. Curtis collection,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
5316,CURT,Corneil G. Curtis collection,"architectural/measured
structural
site/landscape 
includes interiors
preliminary",architectural drawings (visual works),measured drawings,structural drawings,site plans,landscape,interior views,preliminary drawings (drawings),,,,,,,,,,,,aat,aat,aat,aat,local,aat,aat,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
5317,CURT,Corneil G. Curtis collection,"includes interiors
preliminary",interior views,preliminary drawings (drawings),,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
5318,CURT,Corneil G. Curtis collection,"architectural/measured
structural
electrical
site/landscape 
includes interiors",architectural drawings (visual works),measured drawings,structural drawings,electrical plans,site plans,landscape,interior views,,,,,,,,,,,,aat,aat,aat,aat,aat,local,aat,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
5319,CURT,Corneil G. Curtis collection,"architectural/measured
structural
site/landscape 
includes interiors",architectural drawings (visual works),measured drawings,structural drawings,site plans,landscape,interior views,,,,,,,,,,,,,aat,aat,aat,aat,local,aat,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
343,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,CWM,The Charles W. Moore Archives,"working:constr.&details
architectural/measured
design/studies&sketches",working drawings,construction drawings,detail drawings (drawings),architectural drawings (visual works),measured drawings,design drawings,studies,sketches,,,,,,,,,,,aat,aat,aat,aat,aat,aat,aat,aat,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
346,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,CWM,The Charles W. Moore Archives,Design Development,Design Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
350,CWM,The Charles W. Moore Archives,"design
architectural
electrical
landscape 
sketches/studies
design/studies&sketches
site/landscape 
architectural/measured",design drawings,architectural drawings (visual works),electrical plans,landscape,sketches,studies,design drawings,studies,sketches,site plans,landscape,architectural drawings (visual works),measured drawings,,,,,,aat,aat,aat,local,aat,aat,aat,aat,aat,aat,local,aat,aat,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
351,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,CWM,The Charles W. Moore Archives,"architectural/measured
design/studies&sketches",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,,,,,,,,,,,,,,aat,aat,aat,aat,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
354,CWM,The Charles W. Moore Archives,"architectural/measured
design/studies&sketches",architectural drawings (visual works),measured drawings,design drawings,studies,sketches,,,,,,,,,,,,,,aat,aat,aat,aat,aat,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
355,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,CWM,The Charles W. Moore Archives,architectural/measured,architectural drawings (visual works),measured drawings,,,,,,,,,,,,,,,,,aat,aat,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
357,CWM,The Charles W. Moore Archives,Design Development,Design Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
358,CWM,The Charles W. Moore Archives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
