unique ID,coll code,Collection,Project name,Project number,Street address,City,County,State/Province,Country,FAST Geographic,Primary archt/firm,Collaborators:,Client,Contributor notes,Notes,Number of items,AAA box #,AAA folder #,AAA roll #,Date on drawings,Date normalized,Media,Material types:,Set type,Processor,Processing completion date,Entry date:,Rev. date:,Pres. notes:,treatment completed A,treatment completed B,treatment completed C,treatment completed D,treatment completed E,Accession #,Holding institution:
9347,AA,"Ayres & Ayres, Architects records",Golf and Country Club.,,4100 North New Braunfels,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres | architect,,San Antonio Golf and Country Club,,"Drawings are not dated- guess is 1907.  Unsure where address came from - address is not noted on the drawings.  This building burned down around 1916, per Paula Allen, San Antonio Express-News.",,,AAf195,,undated,undated,linens,,architectural/measured,bjd,,Fri Sep 29 00:00:00 CDT 2000,,C minor tears/cleaning,,,,,,,
9348,AA,"Ayres & Ayres, Architects records",Graham Hamilton residence.,,,Cuero,DeWitt,Texas,United States,Texas--Cuero,Atlee B. Ayres and Robert M. Ayres | architects,,"Hamilton, Mr. and Mrs. Graham",,,,,AAf040,,undated,undated,pencil on trace,,,bjd,,,,,,,,,,,
9349,AA,"Ayres & Ayres, Architects records",Graham Hamilton residence. Addition.,,,Cuero,DeWitt,Texas,United States,Texas--Cuero,Atlee B. Ayres and Robert M. Ayres | architects,,"Hamilton, Graham",,,,,AAf040,,1969,1969,pencil on trace,,,bjd,,,,,,,,,,,
9350,AA,"Ayres & Ayres, Architects records",Graham Hamilton residence. Alterations. Proposed.,,,Cuero,DeWitt,Texas,United States,Texas--Cuero,Atlee B. Ayres and Robert M. Ayres | architects,,"Hamilton, Graham",,,,,AAf040,,1965,1965,pencil on trace,,,bjd,,,,,,,,,,,
9351,AA,"Ayres & Ayres, Architects records",Graves residence.,,"222 Geneseo Road, Terrell Hills",San Antonio,,Texas,,,unidentified | contributor,,"Graves, Mrs. A.M.",,,,,AAf058,,1958-1959,1958-1959,paper,,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9352,AA,"Ayres & Ayres, Architects records",Grey Moss Inn. Remodeling.,,Scenic Loop Playground,Helotes,Bexar,Texas,United States,Texas--Helotes,Ayres and Ayres | architects,,Grey Moss Inn,Contributor/Architect inferred by cataloger,,,,AAf305,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9353,AA,"Ayres & Ayres, Architects records","Groos National Bank (San Antonio, Tex.).",,246 East Commerce St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Groos National Bank (San Antonio, Tex.)",Contributor/Architect inferred by cataloger,,,,AAf331,AAr066-AAr067,1957,1957,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9354,AA,"Ayres & Ayres, Architects records","Groos National Bank (San Antonio, Tex.).",,246 East Commerce St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Groos National Bank (San Antonio, Tex.)",Contributor/Architect inferred by cataloger,,,,AAf331.1,AAr066-AAr067,1961-1963,1961-1963,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9355,AA,"Ayres & Ayres, Architects records","Groos National Bank (San Antonio, Tex.).",,246 East Commerce St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Groos National Bank (San Antonio, Tex.)",Contributor/Architect inferred by cataloger,,,,AAf331.2,AAr066-AAr067,1966-1967,1966-1967,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9356,AA,"Ayres & Ayres, Architects records",Groust residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Groust,Contributor/Architect inferred by cataloger,,,,AAf146,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9357,AA,"Ayres & Ayres, Architects records","Gulf service station (San Antonio, Tex.).",,San Pedro Ave at Main,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Gulf service station (San Antonio, Tex.)",Contributor/Architect inferred by cataloger,,,,AAf236,,1964,1964,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9358,AA,"Ayres & Ayres, Architects records",Gunter Hotel. Ballroom and dining room.,,St. Mary's St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Gunter Hotel,Contributor/Architect inferred by cataloger,,,,AAf307,,1910,1910,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9359,AA,"Ayres & Ayres, Architects records",Gunter Hotel. Ballroom and dining room.,,St. Mary's St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Gunter Hotel,Contributor/Architect inferred by cataloger,,,,AAf307.1,,1958-1959,1958-1959,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9360,AA,"Ayres & Ayres, Architects records",Gus Kray residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Kray, Gus",Contributor/Architect inferred by cataloger,,,,AAf027,,undated,undated,,,,,,,,,,,,,,,
9361,AA,"Ayres & Ayres, Architects records",H. Lutcher Brown residence.,,"Ivy Lane, Terrell Hills",San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Brown, H. Lutcher",Contributor/Architect inferred by cataloger,,,,AAf048,"AAr002-AAr005
",1935,1935,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9362,AA,"Ayres & Ayres, Architects records",H. Lutcher Brown residence.,,"Ivy Lane, Terrell Hills",San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Brown, H. Lutcher",Contributor/Architect inferred by cataloger,"listed in paper finding aid as RR-5 under Pagenkopf appraisal 1989014 accession
1 rendering sent to Kilgarlin Center PCS Paper Lab 2 students for conservation work 8/28/2006",,,AAf048,"AAr002-AAr005
",1935,1935,"trace paper
boards",,"design/studies and sketches
presentation",nls,,Wed Aug 23 00:00:00 CDT 2006,,B prof. conservator,,,,,,1989014,
9363,AA,"Ayres & Ayres, Architects records",H. Lutcher Brown residence. Casino and Bathhouse.,,"Ivy Lane, Terrell Hills",San Antonio,,Texas,,,Ayres and Ayres | architects,,"Brown, H. Lutcher",,"Date: Jan. 15, 1937.  See residence, pool, graden, and additions (folder 48)  Three schedule sheets are included in this folder.",,,AAf048.1,"AAr002-AAr005
",1937,1937,"paper
prints (ex. bluelines)",,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9364,AA,"Ayres & Ayres, Architects records",H. Lutcher Brown residence. Garden and Gateway.,,"Ivy Lane, Terrel Hills",San Antonio,,Texas,,,Ayres and Ayres | architects,,"Brown, H. Lutcher.",,"see residence, casino, and bathhouse (folder 48).",,,AAf048.3a,"AAr002-AAr005
",1939,1939,prints (ex. bluelines),,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9365,AA,"Ayres & Ayres, Architects records",H. Lutcher Brown residence. Swimming pool.,,Ivy Lane,Terrell,,Texas,,,Ayres and Ayres | architects,,,,"See residence, casino, bathouse and garden (folder 48). Date: July 10, 1936.",,,AAf048.2,"AAr002-AAr005
",1936,1936,paper,,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9366,AA,"Ayres & Ayres, Architects records",H.B. Thompson residence (two story).,,,,Grimes,Texas,United States,,Ayres and Ayres | architects,,"Thompson, Mr. and Mrs. H. B.",Contributor/Architect inferred by cataloger,,,,AAf002,,1941,1941,,,,,,,,,,,,,,,
9367,AA,"Ayres & Ayres, Architects records",H.B. Zachry Co. office building.,,Harding Blvd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,H. B. Zachry Co.,Contributor/Architect inferred by cataloger,16,,,AAf375,AAr103,1942,1942,,,,,,,,,,,,,,,
9368,AA,"Ayres & Ayres, Architects records",H.B. Zachry Co. office building.,,Harding Blvd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,H. B. Zachry Co.,Contributor/Architect inferred by cataloger,16,,,AAf375.1,AAr103,1961,1961,,,,,,,,,,,,,,,
9369,AA,"Ayres & Ayres, Architects records",H.B. Zachry Company. Apartment building.,,Rosemont at Devonshire,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,H. B. Zachry Company,Contributor/Architect inferred by cataloger,"Date: Jan. 12, 1949.",,,AAf360,AAr089,1949,1949,paper,,,hr,,Tue Mar 14 00:00:00 CST 2006,,,,,,,,,
9370,AA,"Ayres & Ayres, Architects records",H.B. Zachry Company. Eight unit apartment building.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,H. B. Zachry Company,Contributor/Architect inferred by cataloger,,,,AAf359,AAr088,undated,undated,,,,,,,,,,,,,,,
9371,AA,"Ayres & Ayres, Architects records",H.B. Zachry Company. Garden House.,,Mier street,Laredo,,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,H. B. Zachry Company,Contributor/Architect inferred by cataloger,"See plans for Zachry residence (folder 86). Date: April 3, 1931.",,,AAf086.1,,1931,1931,paper,,,hr,,Tue Mar 14 00:00:00 CST 2006,,,,,,,,,
9372,AA,"Ayres & Ayres, Architects records",H.B. Zachry five houses.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Zachry, H. B.",Contributor/Architect inferred by cataloger,,,,AAf362,,1936,1936,,,,,,,,,,,,,,,
9373,AA,"Ayres & Ayres, Architects records",H.B. Zachry hotel.,,South Presa St at Villita St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Zachry, H. B.",Contributor/Architect inferred by cataloger,14,,,AAf357,AAr086,1973,1973,,,,,,,,,,,,,,,
9374,AA,"Ayres & Ayres, Architects records",H.B. Zachry housing project.,,Mier St at McClelland St,Laredo,Webb,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,"Zachry, H. B.",Contributor/Architect inferred by cataloger,10,,,AAf358,AAr087,1942,1942,,,,,,,,,,,,,,,
9375,AA,"Ayres & Ayres, Architects records",H.B. Zachry residence.,,Mier St,Laredo,Webb,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,"Zachry, Mr. and Mrs. H. B.",Contributor/Architect inferred by cataloger,,,,AAf086,,1930,1930,,,,,,,,,,,,,,,
9376,AA,"Ayres & Ayres, Architects records",H.C. McKenna residence.,,,New Braunfels,Comal,Texas,United States,Texas--New Braunfels,Ayres and Ayres | architects,,"McKenna, H. C.",Contributor/Architect inferred by cataloger,"4, 17",,,AAf054,,1960,1960,,,,,,,,,,,,,,,
9377,AA,"Ayres & Ayres, Architects records",H.L. Blackstock residence.,,"100 Alameda Circle, Olmos Park",San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,"Blackstock, H. L.",,"Date: October 14, 1937",,,,AAr205,1937,1937,prints (ex. bluelines),drawings,architectural/measured,"djc, kap",,Tue Jul 25 00:00:00 CDT 2006,,"E fasteners/rehouse
bug eaten on one end",,,,,,2006016,
9378,AA,"Ayres & Ayres, Architects records",H.M. Scherr residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Scherr, Mr. and Mrs. H. M.",Contributor/Architect inferred by cataloger,,,,AAf096,,undated,undated,,,,,,,,,,,,,,,
9379,AA,"Ayres & Ayres, Architects records",Hacienda de San Augustine.,,San Augustine Plaza,Laredo,Webb,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,Hacienda de San Augustine,Contributor/Architect inferred by cataloger,see also: San Augustine,,,AAf174,,1967,1967,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9380,AA,"Ayres & Ayres, Architects records",Hacienda de San Augustine.,,San Augustine Plaza,Laredo,Webb,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,Hacienda de San Augustine,Contributor/Architect inferred by cataloger,see also: San Augustine,,,AAf174,,1967,1967,,,,,,,,,,,,,,,
9381,AA,"Ayres & Ayres, Architects records",Hamilton Hotel.,,,Laredo,Webb,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,Hamilton Hotel,,"Includes:  1st floor plan, mezzanine floor plan.",,,AAf231,,1928 03,1928-03,blueprints on paper with penciled notes,drawings,working,,,,,"ok, some fading",,,,,,,
9382,AA,"Ayres & Ayres, Architects records",Hamilton Hotel.,,,Laredo,Webb,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,Hamilton Hotel,,"Includes:  part 1st flor plan, 2 sketch elevations of patio, east elevation of patio.",,,AAf231,,1947 03,1947-03,"pencil on trace, pencil and pastel on trace",,"sketches, design",,,,,ok,,,,,,,
9383,AA,"Ayres & Ayres, Architects records",Hamilton Hotel.,,,Laredo,,Texas,,,Atlee B. Ayres and Robert M. Ayres | architects,,,,"See later addition (folder 231). Date: March 14, 1928.",,,AAf231,,1928,1928,prints (ex. bluelines),,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9384,AA,"Ayres & Ayres, Architects records",Harper residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Harper,Contributor/Architect inferred by cataloger,,,,AAf032,,undated,undated,,,,,,,,,,,,,,,
9385,AA,"Ayres & Ayres, Architects records",Harrell Co. office building.,,801 North St. Mary's,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Harrell Co.,Contributor/Architect inferred by cataloger,,,,AAf205,,1968,1968,,,,,,,,,,,,,,,
9386,AA,"Ayres & Ayres, Architects records",Harry S. Affleck Jr. residence.  Remodeling.,,701 Grandview,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Affleck, Harry S., Jr.",,,,,AAf143,,1974,1974,,,,,,,,,,,,,,,
9387,AA,"Ayres & Ayres, Architects records",Harting residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Harting,Contributor/Architect inferred by cataloger,,,,AAf005,,undated,undated,,,,,,,,,,,,,,,
9388,AA,"Ayres & Ayres, Architects records",Haythorne Tourist Apartments.,,Hildebrand at Devine,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Haythorne Tourist Apartments,Contributor/Architect inferred by cataloger,,,,AAf299,,undated,undated,,,,,,,,,,,,,,,
9389,AA,"Ayres & Ayres, Architects records","Health building (San Antonio, Tex.). Proposed.",,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,"San Antonio, City of",,,,,AAf448,,undated,undated,,,,ag,,Tue Oct 24 00:00:00 CDT 2006,,,,,,,,,
9390,AA,"Ayres & Ayres, Architects records",Hemisfair 1968. Hotel building. Proposed.,,South Alamo St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Hemisfair 1968,Contributor/Architect inferred by cataloger,,,,AAf291,,1967,1967,,,,,,,,,,,,,,,
9391,AA,"Ayres & Ayres, Architects records",Hemisfair 1968. United States Exhibit Pavilion.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,"Roberts, Allen & Helmke | associated architects; Ayres & Ayres | associated architects",,Hemisfair 1968,,velox of sheet 2 was in sanctioning modernism exhibit now in tcabinet2022002-02 waiting to be scanned drawer,4,,AAf324,AAr056,1967,1967,prints (ex. bluelines),,,nls,,Wed Feb 21 00:00:00 CST 2007,2023-04-21 00:00:00,,,,,,,,
9392,AA,"Ayres & Ayres, Architects records",Herman G. Staacke residence.,,,,,,United States,,Ayres and Ayres | architects,,"Staacke, Herman G.",Contributor/Architect inferred by cataloger,"SEE: Wolff, Dr. William, residence",,,AAf267.2,,undated,undated,,,,,,,,,,,,,,,
9393,AA,"Ayres & Ayres, Architects records","Hilton Hotel (San Antonio, Tex.). Ground floor. Remodeling.",,St. Mary's at Villita,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Hilton Hotel (San Antonio, Tex.)",Contributor/Architect inferred by cataloger,sheet one has tape issues and is flat in drawer f312 pt 2,,,AAf312; AAf053/054,,1956-1958,1956-1958,,,,nls,,,Thu Jan 07 00:00:00 CST 2021,,,,,,,,
9394,AA,"Ayres & Ayres, Architects records",Hondo Hospital.,,,Hondo,,Texas,,,Joseph Palle,,,,See later additions (folder 416). Date: 2-24-31.,,,AAf416,,1935,1935,prints (ex. bluelines),,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9395,AA,"Ayres & Ayres, Architects records",Hotel near San Antonio Convention Center.,,Commerce St.,San Antonio,Bexar,Texas,United States,Texas--San Antonio,unidentified | contributor,,,,,,,AAf310,AAr051,undated,undated,,,,hr,,Wed Mar 15 00:00:00 CST 2006,,,,,,,,,
9396,AA,"Ayres & Ayres, Architects records",Housing and Market Development.,,Commerce St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Housing and Market Development,Contributor/Architect inferred by cataloger,,,,AAf344,,undated,undated,,,,,,,,,,,,,,,
9397,AA,"Ayres & Ayres, Architects records","Housing project (San Antonio, Tex.).",,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"San Antonio, City of",Contributor/Architect inferred by cataloger,,,,AAf319,,undated,undated,,,,,,,,,,,,,,,
9398,AA,"Ayres & Ayres, Architects records",Hutchins Brothers Store.,,,,,,United States,,Ayres and Ayres | architects,,Hutchins Brothers,Contributor/Architect inferred by cataloger,,,,AAf458,,undated,undated,,,,,,,,,,,,,,,
9399,AA,"Ayres & Ayres, Architects records",I.B.M. buildings.,,Main Ave at Cypress St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,I. B. M.,,"scanned sheets A1-11, S-1-10, SR-1-3, AR1-3, E1-8, ER9 aaa batch #0046",,,AAf374,AAr102,1963,1963,paper,drawings,"architectural/measured
structural
electrical",nls,,Tue Oct 22 00:00:00 CDT 2019,,,,,,,,,
9400,AA,"Ayres & Ayres, Architects records",J. C. Merchant store building. Remodeling.,,Avenue C at Third St,Floresville,Johnson,Texas,United States,Texas--Floresville,Ayres and Ayres | architects,,"Merchant, J. C.",Contributor/Architect inferred by cataloger,,,,AAf279,AAr030,1944,1944,,,,,,,,,,,,,,,
9401,AA,"Ayres & Ayres, Architects records",J. H. Schulz auto service station and garage.,,,Falls City,Karnes,Texas,United States,Texas--Falls City,Ayres and Ayres | architects,,"Schulz, J. H., Esq.",Contributor/Architect inferred by cataloger,,,,AAf186,,1924,1924,,,,,,,,,,,,,,,
9402,AA,"Ayres & Ayres, Architects records",J. H. Schulz bank building. Additions and alterations.,,,Falls City,Karnes,Texas,United States,Texas--Falls City,Ayres and Ayres | architects,,"Schulz, J. H., Esq.",Contributor/Architect inferred by cataloger,,,,AAf186,,1924,1924,,,,,,,,,,,,,,,
9403,AA,"Ayres & Ayres, Architects records",J. Morris residence. Alterations.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Morris, J.",Contributor/Architect inferred by cataloger,,,,AAf103,,undated,undated,,,,,,,,,,,,,,,
9404,AA,"Ayres & Ayres, Architects records",J. Reich residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Reich, J.",Contributor/Architect inferred by cataloger,,,,AAf009,,undated,undated,,,,,,,,,,,,,,,
9405,AA,"Ayres & Ayres, Architects records",J.A. Browne residence.,,,Brownsville,Cameron,Texas,United States,Texas--Brownsville,Atlee B. Ayres | architect,,"Browne, J. A.",,,,,AAf011,,1916,1916,ink on linen,,,bjdtv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9406,AA,"Ayres & Ayres, Architects records",J.C. Merchant residence.,,,Floresville,Johnson,Texas,United States,Texas--Floresville,Ayres and Ayres | architects,,"Merchant, J. C.",Contributor/Architect inferred by cataloger,,,,AAf090,,1945,1945,,,,,,,,,,,,,,,
9407,AA,"Ayres & Ayres, Architects records",J.C. Rich residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Rich, J. C.",Contributor/Architect inferred by cataloger,,,,AAf013,,undated,undated,,,,,,,,,,,,,,,
9408,AA,"Ayres & Ayres, Architects records",J.D. Oppenheimer residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Oppenheimer, J. D.",Contributor/Architect inferred by cataloger,,,,AAf008,,1923,1923,,,,,,,,,,,,,,,
9409,AA,"Ayres & Ayres, Architects records",J.D. Terrell residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Terrell, J. D.",Contributor/Architect inferred by cataloger,,,,AAf015,,undated,undated,,,,,,,,,,,,,,,
9410,AA,"Ayres & Ayres, Architects records",J.H. Turner residence (one story).,,Corona Ave,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Turner, Mr. and Mrs. J. H.",Contributor/Architect inferred by cataloger,,,,AAf137,,1946,1946,,,,,,,,,,,,,,,
9411,AA,"Ayres & Ayres, Architects records",Lindsay residence.,,,Corpus Christi,Nueces,Texas,United States,Texas--Corpus Christi,Ayres and Ayres | architects,,"Lindsay, J. P.",Contributor/Architect inferred by cataloger,,,,AAf051,,1946,1946,,,,,,,,,,,,,,,
9412,AA,"Ayres & Ayres, Architects records",J.S. Marshall residence.,,Fredericksburg Rd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Marshall, J. S.",Contributor/Architect inferred by cataloger,,,,AAf071,,1948,1948,,,,,,,,,,,,,,,
9413,AA,"Ayres & Ayres, Architects records",J.W. Ferguson residence.,,,McAllen,Hidalgo,Texas,United States,Texas--McAllen,Ayres and Ayres | architects,,"Ferguson, J. W.",Contributor/Architect inferred by cataloger,,,,AAf076,AAr007,1932,1932,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9414,AA,"Ayres & Ayres, Architects records",J.W. Simmons residence.,,13202 George Rd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Simmons, J. W., Dr.",Contributor/Architect inferred by cataloger,,,,AAf120,,undated,undated,,,,,,,,,,,,,,,
9415,AA,"Ayres & Ayres, Architects records",Jack Bennett office building.,,Soledad at Pecan St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Bennett, Jack",Contributor/Architect inferred by cataloger,,,,AAf214,,1950,1950,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9416,AA,"Ayres & Ayres, Architects records",Jack Bennett office building.,,Soledad at Pecan St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Bennett, Jack",Contributor/Architect inferred by cataloger,,,,AAf214.1,,1954,1954,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9417,AA,"Ayres & Ayres, Architects records",James Fenimore Cooper Junior School.,,1700 Tampico,San Antonio,,Texas,,,Ayres and Ayres | architects,,,,formerly AAr072   Supervising Architects: Phelps and Dewees and Simmons. Date: 7-3-56.,,,dr. 31A AAf338?,,1956,1956,"paper
sepias (use barrier sheets)",,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9418,AA,"Ayres & Ayres, Architects records",Unidentified building.,,,,,,United States,,Atlee B. Ayres and Robert M. Ayres | architects,,,,Year questionable: 193-?,,,AAf470,,undated,undated,,,,ag,,Tue Oct 24 00:00:00 CDT 2006,,,,,,,,,
9419,AA,"Ayres & Ayres, Architects records",Jeremiah Rhodes Junior High School.,,Barclay and Arizona Sts,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Jeremiah Rhodes Junior High School,Contributor/Architect inferred by cataloger,,,,AAf189,,1952-1953,1952-1953,,,,,,,,,,,,,,,
9420,AA,"Ayres & Ayres, Architects records",Jesse Oppenheimer hunting lodge.,,,,,,United States,,Ayres and Ayres | architects,,"Oppenheimer, Jesse",Contributor/Architect inferred by cataloger,,,,AAf128,,1974,1974,,,,,,,,,,,,,,,
9421,AA,"Ayres & Ayres, Architects records",Jim Wells County Courthouse.,,,Alice,Jim Wells,Texas,United States,Texas--Alice,Ayres and Ayres | architects,,Wells County,Contributor/Architect inferred by cataloger,,,,AAf154 ,,1911-1912,1911-1912,,,,,,,,,,,,,,,
9422,AA,"Ayres & Ayres, Architects records",John A. Brown residence.,,Nichols Hills,Oklahoma City,Oklahoma,Oklahoma,United States,Oklahoma--Oklahoma City,Ayres and Ayres | architects,,"Brown, John A.",Contributor/Architect inferred by cataloger,,,,AAf262 dr 57e,AAr165,1931,1931,"pencil on trace
trace paper",,architectural/measured,tv,,Wed Jun 02 00:00:00 CDT 2004,,B prof. conservator,,,,,,,
9423,AA,"Ayres & Ayres, Architects records",John B. Chadwick residence.,,Park Hill Estates,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Chadwick, John B.",Contributor/Architect inferred by cataloger,,,,AAf138,,1928-1929,1928-1929,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9424,AA,"Ayres & Ayres, Architects records",John Gaines residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Gaines, John",Contributor/Architect inferred by cataloger,,,,AAf114,,1950,1950,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9425,AA,"Ayres & Ayres, Architects records",John H. Spencer residence. Alterations.,,134 Cardinal Ave.,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Spencer, Mr. and Mrs. John H.",Contributor/Architect inferred by cataloger,,,,AAf066,,1962,1962,,,,,,,,,,,,,,,
9426,AA,"Ayres & Ayres, Architects records",John L. Hendry III  residence. Additions and alterations.,,401 Terrell Rd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Hendry, John L., III",Contributor/Architect inferred by cataloger,,,,AAf063,,1972,1972,,,,,,,,,,,,,,,
9427,AA,"Ayres & Ayres, Architects records",John N. Garner residence.,,,Uvalde,Uvalde,Texas,United States,Texas--Uvalde,Ayres and Ayres | architects,,"Garner, John N.",Contributor/Architect inferred by cataloger,,,,AAf065,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9428,AA,"Ayres & Ayres, Architects records",John R. Walker apartment house (Architects and Engineers building).,,West Woodlawn Ave at San Pedro Ave,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Walker, Mr. John R.",Contributor/Architect inferred by cataloger,,,,AAf111,,1922,1922,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9429,AA,"Ayres & Ayres, Architects records",John W. Kokernot residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres | architect,,"Kokernot, John W.",,,,,AAf259,,1910,1910,blueprints on paper,,,bjd,,,,D- torn and brittle,,,,,,,
9430,AA,"Ayres & Ayres, Architects records",Johnson or Johnston residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Johnson or Johnston, Dr.",Contributor/Architect inferred by cataloger,,,,AAf030,,1900,1900,,,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
