unique ID,coll code,Collection,Project name,Project number,Street address,City,County,State/Province,Country,FAST Geographic,Primary archt/firm,Collaborators:,Client,Contributor notes,Notes,Number of items,AAA box #,AAA folder #,AAA roll #,Date on drawings,Date normalized,Media,Material types:,Set type,Processor,Processing completion date,Entry date:,Rev. date:,Pres. notes:,treatment completed A,treatment completed B,treatment completed C,treatment completed D,treatment completed E,Accession #,Holding institution:
9179,AA,"Ayres & Ayres, Architects records",A. F. Sayers residence.,,Hollywood Blvd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,Matthews & Keenan | consulting engineers,"Sayers, Mr. and Mrs. A. F.",Contributor/Architect inferred by cataloger,,6,,AAf093,,1936,1936,trace paper,,"architectural/measured
structural",nls,,,Fri Feb 02 00:00:00 CST 2018,,,,,,,,
9180,AA,"Ayres & Ayres, Architects records",A.M. Russ residence.,,Alamo Heights,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Russ, A. M.",Contributor/Architect inferred by cataloger,,,,AAf050,,1953,1953,,,,,,,,,,,,,,,
9181,AA,"Ayres & Ayres, Architects records",Southwest Research Institute. Building 87 Vehicle Emmisions Lab. Addition.,,Culebra Rd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,"Reynolds, Schlattner, Chetter and Associate Inc.",,Southwest Research Institute,,,,,AAf412,AAr130,1976,1976,,,,hr,,Mon Mar 20 00:00:00 CST 2006,,,,,,,,,
9182,AA,"Ayres & Ayres, Architects records",Alamo monument.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Alamo monument,,,,,AAf221,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9183,AA,"Ayres & Ayres, Architects records",Alamo National Bank building. Proposed.,,154 Commerce St.,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Alamo National Bank,,,,,AAf330,AAr065,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9184,AA,"Ayres & Ayres, Architects records",Alamo Plaza. Assessment Plan.,,,San Antonio,,Texas,United States,Texas--San Antonio,City Engineers Office,,,,,,,,AAr204,undated,undated,,,,hr,,Wed Mar 22 00:00:00 CST 2006,,,,,,,,,
9185,AA,"Ayres & Ayres, Architects records",Lichtenstein residence.,,,Corpus Christi,Nueces,Texas,United States,Texas--Corpus Christi,Ayres and Ayres | architects,,"Lichtenstein, Albert",Contributor/Architect inferred by cataloger,,,,AAf268,,1945,1945,,,,,,,,,,,,,,,
9186,AA,"Ayres & Ayres, Architects records",Alex Hamilton residence.,,,Cuero,DeWitt,Texas,United States,Texas--Cuero,Atlee B. Ayres | architect,,"Hamilton, Alex",,,,,AAf007,,1915,1915,"pencil on trace
ink on linen",,,bjd,,,,,,,,,,,
9187,AA,"Ayres & Ayres, Architects records",Alex Hamilton residence. Heating plan.,A1328,,Cuero,DeWitt,Texas,United States,Texas--Cuero,Lennox Furnace Company Marshalltown Iowa,,"Hamilton, Alex",,,,,AAf007,,1915,1915,blueprints on paper,,,bjd,,,,,,,,,,,
9188,AA,"Ayres & Ayres, Architects records",American Building Company house no. 2.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,American Building Company,Contributor/Architect inferred by cataloger,,,,AAf269,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9189,AA,"Ayres & Ayres, Architects records",American Development Corporation residence. Northridge addition.,,Woodcrest Dr,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,American Development Corporation,Contributor/Architect inferred by cataloger,,,,AAf347,AAr079,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9190,AA,"Ayres & Ayres, Architects records",American Life Insurance Building. Facade. Remodeling. Proposed.,,Broadway at Travis St.,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,American Life Insurance,Contributor/Architect inferred by cataloger,,,,AAf287,AAr035,1966,1966,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9191,AA,"Ayres & Ayres, Architects records",Amman Building. Remodeling. Proposed.,,931 Broadway,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Amman Building,Contributor/Architect inferred by cataloger,,,,AAf373,AAr101,1962,1962,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9192,AA,"Ayres & Ayres, Architects records",Amye Bozarth residence.,,Park Hill Estates,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Bozarth, Amye",Contributor/Architect inferred by cataloger,,,,AAf033,,1927,1927,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9193,AA,"Ayres & Ayres, Architects records",Andre Dewied condominium.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Dewied, Andre",Contributor/Architect inferred by cataloger,,,,AAf142,,1973,1973,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9194,AA,"Ayres & Ayres, Architects records",Arlington Heights. Topographical Map. Survey No. 89 Manuel Texada.,,,San Antonio,,Texas,United States,Texas--San Antonio,Louis Polk,,,,735.5 Acres,,,,AAr179,undated,undated,,,,hr,,Wed Mar 22 00:00:00 CST 2006,,,,,,,,,
9195,AA,"Ayres & Ayres, Architects records",Arneson River Theater. San Antonio Riverwalk.,,,San Antonio,,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,,,San Antonio Riverwalk,,,AAf438,,undated,undated,,,,hr,,Fri Mar 10 00:00:00 CST 2006,,,,,,,,,
9196,AA,"Ayres & Ayres, Architects records",Arthur E. Biard Co. building (one story).,,San Pedro at West Magnolia Ave,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Arthur E. Biard Co.,Contributor/Architect inferred by cataloger,,,,AAf284,,1948,1948,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9197,AA,"Ayres & Ayres, Architects records",Ashly Minor James residence.,,"Old Tasselfoot Village Unit 1., near Fulton",Fulton,Aransas,Texas,United States,Texas--Fulton,Ayres and Ayres | architects,,"James, Ashly Minor",Contributor/Architect inferred by cataloger,,,,AAf204,,1957,1957,,,,,,,,,,,,,,,
9198,AA,"Ayres & Ayres, Architects records",Atlee B. Ayres Jr. residence.,,224 West Mulberry,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,"Ayres, Atlee B., Jr.",,Year provided by current owner (1/3/02),,,AAf101,,1918,1918,ink on paper,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9199,AA,"Ayres & Ayres, Architects records",August C. Richter store. Remodeling.,,,Laredo,Webb,Texas,United States,Texas--Laredo,Ayres and Ayres | architects,,"Richter, August C.",Contributor/Architect inferred by cataloger,,,,AAf381,AAr109,1965,1965,,,,,,,,,,,,,,,
9200,AA,"Ayres & Ayres, Architects records",Ayres and Ayres firm banners.,,,,,,,,Atlee B. Ayres and Robert M. Ayres | architects,,,,"“Atlee B. Ayres & Robert M. Ayres Architects, San Antonio, Texas,” “Atlee B. Ayres & Robert M. Ayres, Architects, Members of the American Institute of Architects” Banners",,,,AAr212,undated,undated,,other (see Notes),preliminary,"djc, kap",,Thu Jul 27 00:00:00 CDT 2006,,,,,,,,2006016,
9201,AA,"Ayres & Ayres, Architects records",Aztec Theater. Parking garage. Proposed.,,St. Mary’s St at Commerce,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Aztec Theater,Contributor/Architect inferred by cataloger,,,,AAf394,AAr121,1966,1966,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9202,AA,"Ayres & Ayres, Architects records",B.R. Webb residence. Alterations.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,"Webb, B. R.",,"May 2, 1930",,,,AAr209,1930,1930,trace paper,drawings,architectural/measured,"djc, kap",,Tue Jul 25 00:00:00 CDT 2006,,"E fasteners/rehouse
torn",,,,,,2006016,
9203,AA,"Ayres & Ayres, Architects records",Bache and Co.  Remodeling of Office.(Gunter Hotel Building),,St. Mary’s,San Antonio,,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,,,Date: 3-12-57.,,,AAf371,AAr099,1957,1957,paper,,,hr,,Fri Mar 10 00:00:00 CST 2006,,,,,,,,,
9204,AA,"Ayres & Ayres, Architects records",Bank of Commerce of Laredo.,,San Bernardo Ave at Scott Street,Laredo,Webb,Texas,United States,Texas--Laredo,Atlee B. Ayres and Robert M. Ayres | architects,,Bank of Commerce of Laredo,,,,,AAf334,AAr070,1966,1966,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9205,AA,"Ayres & Ayres, Architects records",Bank of Commerce of Laredo. Additions.,,San Bernardo Ave at Scott Street,Laredo,Webb,Texas,United States,Texas--Laredo,Atlee B. Ayres and Robert M. Ayres | architects,,Bank of Commerce of Laredo,,,,,AAf334.1,AAr070,1968-1969,1968-1969,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9206,AA,"Ayres & Ayres, Architects records",Bank of Commerce of Laredo. Addition.,,San Bernardo Ave at Scott St,Laredo,Webb,Texas,United States,Texas--Laredo,Atlee B. Ayres and Robert M. Ayres | architects,,Bank of Commerce of Laredo,,,,,AAf334.2,,1975,1975,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9207,AA,"Ayres & Ayres, Architects records",Barn.,,,,,,,,Ayres and Ayres | architects,,"Brunner, Mr. Oscar.",,,,,AAf264,,undated,undated,paper,,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9208,AA,"Ayres & Ayres, Architects records",Basila medical and apartment building. Proposed.,,Santa Rosa between Houston and Commerce,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,"Basila, Mr. and Mrs.",,,,,AAf426,AAr144,1969-1972,1969-1972,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9209,AA,"Ayres & Ayres, Architects records",Basila parking garage. Proposed.,,Laredo St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Basila parking garage,Contributor/Architect inferred by cataloger,,,,AAf388,AAr114,1972-1973,1972-1973,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9210,AA,"Ayres & Ayres, Architects records",Basila Pharmacy.,,Laredo St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,Basila,,,,,AAf425.a,,1973-1974,1973-1974,,,presentation,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9211,AA,"Ayres & Ayres, Architects records",Basila Properties maps.,,,San Antonio,,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,Basila,,"Date: July15, 1966, MArch 20, 1968, Oct. 1969, July 24, 1970.  Set type: maps and surveys.",,,AAf424,,1966-1970,1966-1970,"paper
prints (ex. bluelines)",,other (see notes),hr,,Fri Mar 10 00:00:00 CST 2006,,,,,,,,,
9212,AA,"Ayres & Ayres, Architects records",Bedell Building.,,Flores St travis and Avenue C,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Bedell Building,Contributor/Architect inferred by cataloger,,,,AAf218,AAr021,1910,1910,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9213,AA,"Ayres & Ayres, Architects records",Bee County Courthouse. Remodeling.,,,Beeville,Bee,Texas,United States,Texas--Beeville,Ayres and Ayres | architects,,Bee County,Contributor/Architect inferred by cataloger,,,,AAf153,AAr010,1973,1973,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9214,AA,"Ayres & Ayres, Architects records",Beeville Country Club. Alterations.,,Highway 81 North,Beeville,Bee,Texas,United States,Texas--Beeville,Ayres and Ayres | architects,,Beeville Country Club,Contributor/Architect inferred by cataloger,,,,AAf196,,1972,1972,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9215,AA,"Ayres & Ayres, Architects records",Bel Meade Community Center. Addition.,,Burr Rd at Beverly,Bel Meade,,Texas,United States,Texas--Bel Meade,Ayres and Ayres | architects,,Bel Meade Community Center,Contributor/Architect inferred by cataloger,,,,AAf285,,1953,1953,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9216,AA,"Ayres & Ayres, Architects records",Bessie Pryor residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Pryor, Bessie",Contributor/Architect inferred by cataloger,,,,AAf021,,undated,undated,,,,,,,,,,,,,,,
9217,AA,"Ayres & Ayres, Architects records",Bexar County Agricultural and Livestock Exhibition buildings.,,Houston St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Bexar County,Contributor/Architect inferred by cataloger,,,,AAf396,,1949,1949,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9218,AA,"Ayres & Ayres, Architects records",Bexas County Teaching hospital (South Texas Medical Center).,,Medical Drive,San Antonio,,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,"Phelps & Simmons & Associates; Bartlett, Cocke and Associates",,,"Date: 9-1-65, 10-14-65.",,,AAf420,,1965,1965,prints (ex. bluelines),,,hr,,Fri Mar 10 00:00:00 CST 2006,,,,,,,,,
9219,AA,"Ayres & Ayres, Architects records",Blackstock residence.,,"100 Alameda, Olmos Park",San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Blackstock,,,,,,,1937,1937,"trace paper
blueprints","3 dimensional
drawings",,bjd,,,,,,,,,,1998021,
9220,AA,"Ayres & Ayres, Architects records",Blackstock residence.,,"100 Alameda Circle, Olmos Park",San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres and Robert M. Ayres | architects,,"Blackstock, Mr. & Mrs.",,"Date: October 14, 1937",,,,AAr206,1937,1937,prints (ex. bluelines),drawings,architectural/measured,"djc, kap",,Tue Jul 25 00:00:00 CDT 2006,,torn,,,,,,2006016,
9221,AA,"Ayres & Ayres, Architects records",Bonner residence.,,McCullough Ave,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Bonner,Contributor/Architect inferred by cataloger,,,,AAf026,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9222,AA,"Ayres & Ayres, Architects records",Borchers residence.,,Lakeview Boulevard,New Braunfels,,Texas,United States,Texas--New Braunfels,Frost Carvel,,,,,,,AAf260,,1900,1900,prints (ex. bluelines),,,hr,,Fri Mar 10 00:00:00 CST 2006,,,,,,,,,
9223,AA,"Ayres & Ayres, Architects records",Borden Co. ice cream building (Mistletoe Creamery).,,East Ashby Place at Memorial Drive.,San Antonio,,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,,,See original residence and other additions(Folder 187) AAr015 are sepia prints of 1930s set,,,AAf187.6,AAr015,1900,1900,paper,,,hr,,Fri Mar 10 00:00:00 CST 2006,,,,,,,,,
9224,AA,"Ayres & Ayres, Architects records",Borden's Creameries plant (Mistletoe Creamery). Additions and alterations.,,East Ashby Place at Memorial Dr,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Borden's Creameries,Contributor/Architect inferred by cataloger,,,,AAf187.1,AAr015,1945-1946,1945-1946,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9225,AA,"Ayres & Ayres, Architects records",Borden's Creameries plant (Mistletoe Creamery). Additions and alterations.,,East Ashby Place at Memorial Dr,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Borden's Creameries,Contributor/Architect inferred by cataloger,,,,AAf187.2,AAr015,1948,1948,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9226,AA,"Ayres & Ayres, Architects records",Borden's Creameries plant (Mistletoe Creamery). Additions and alterations.,,East Ashby Place at Memorial Dr,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Borden's Creameries,Contributor/Architect inferred by cataloger,,,,AAf187.3,AAr015,1951-1952,1951-1952,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9227,AA,"Ayres & Ayres, Architects records",Borden's Creameries plant (Mistletoe Creamery). Additions and alterations.,,East Ashby Place at Memorial Dr,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Borden's Creameries,Contributor/Architect inferred by cataloger,,,,AAf187.4,AAr015,1956,1956,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9228,AA,"Ayres & Ayres, Architects records",Borden's Creameries plant (Mistletoe Creamery). Additions and alterations.,,East Ashby Place at Memorial Dr,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Borden's Creameries,Contributor/Architect inferred by cataloger,,,,AAf187.5,AAr015,1963-1964,1963-1964,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9229,AA,"Ayres & Ayres, Architects records",Borns subdivision in the J.P. Schatzell Tract. Plat and survey.,,,San Antonio,,Texas,United States,Texas--San Antonio,Southwell Map Company,,,,,,,,AAr190,undated,undated,prints (ex. bluelines),,,hr,,Wed Mar 22 00:00:00 CST 2006,,,,,,,,,
9230,AA,"Ayres & Ayres, Architects records",Bowman residence. Additions.,,202 Bushnell Street.,San Antonio,,Texas,,,Ayres and Ayres | architects,,,,"Date: 8/30/1954, 9-18-54, 1-18-55, 2-7-55.  See later additions (folder 88) See blueprints (blueprint folder 28).",,,AAf088.1,,1954-1955,1954-1955,"paper
sepias (use barrier sheets)",,,hr,,Fri Mar 10 00:00:00 CST 2006,,sheets 27 and 38 are badly torn.,,,,,,,
9231,AA,"Ayres & Ayres, Architects records",Bowman residence. Additions.,,202 Bushnell Street.,San Antonio,,Texas,,,Ayres and Ayres | architects,,"Bowman, Mr. and Mrs Jack.",,"Date: Jan. 26, 1961, Jan. 31, 1961, March 8, 1961, 5-11-61.",,,AAf088,,1961,1961,paper,,,hr,,Fri Mar 10 00:00:00 CST 2006,,Sheet 10 is badly torn.,,,,,,,
9232,AA,"Ayres & Ayres, Architects records",Brackenridge residence.,,,San Antonio,,Texas,,,Ayres and Ayres | architects,,"Brackenridge, Mr. and Miss B.",,See George W. Brackenridge residnece.,,,AAf036,,1900,1900,paper,,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9233,AA,"Ayres & Ayres, Architects records",Brownsville Post-War Memorial Building.,,,Brownsville,Cameron,Texas,United States,Texas--Brownsville,Ayres and Ayres | architects,,Brownsville Post-War Memorial,Contributor/Architect inferred by cataloger,,,,AAf304,,undated,undated,,,,,,,,,,,,,,,
9234,AA,"Ayres & Ayres, Architects records",Brownsville Savings and Loan Association building.,,,Brownsville,Cameron,Texas,United States,Texas--Brownsville,Ayres and Ayres | architects,,Brownsville Savings and Loan Association,Contributor/Architect inferred by cataloger,2,,,AAf475,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9235,AA,"Ayres & Ayres, Architects records",Burbank Junior and Senior High School. Auditorium and classroom addition.,,1002 Edwards St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Burbank Junior and Senior High School,Contributor/Architect inferred by cataloger,,,,AAf341,AAr076,1964,1964,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9236,AA,"Ayres & Ayres, Architects records",Bushnell apartments.,,240 Bushnell,San Antonio,,Texas,,,Kelwood Co. Inc.,,,,Date: 1-6-26.  Street address is questionable.  See verticcal files for correspondance and other material.  See Ayres and Ayres for later additions (folder 350).,,,AAf350,,1926,1926,prints (ex. bluelines),,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9237,AA,"Ayres & Ayres, Architects records",C. W. Fenstermaker apartment.,,South Broadway,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Fenstermaker, C. W.",Contributor/Architect inferred by cataloger,,,,AAf293,AAr042,1967,1967,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9238,AA,"Ayres & Ayres, Architects records",C.F. Urshel residence.,,,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Urshel, Mr. and Mrs. C. F.",Contributor/Architect inferred by cataloger,,,,AAf116,,undated,undated,,,,,,,,,,,,,,,
9239,AA,"Ayres & Ayres, Architects records",C.N. Chubb residence.,,Alamo Heights,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Chubb, C. N.",Contributor/Architect inferred by cataloger,,,,AAf044,,1940,1940,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9240,AA,"Ayres & Ayres, Architects records",Cadwallader residence.,,214 Morningside Drive.,San Antonio,,Texas,,,Ayres and Ayres | architects,,"Cadwallader III, Mr. and Mrs A.H.",,"Date: Feb. 24, 1950, 2-1-50.  See blueprints (blueprints folder 26).",,,AAf134,AAr009,1950,1950,"paper
prints (ex. bluelines)",,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9241,AA,"Ayres & Ayres, Architects records",Calcasieu Building.,,Avenue C at Travis St,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Calcasieu,Contributor/Architect inferred by cataloger,,,,AAf209,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9242,AA,"Ayres & Ayres, Architects records",Callaghan Land and Pastoral Company building.,,,,Callahan,Texas,United States,,Ayres and Ayres | architects,,Callaghan Land and Pastoral Company,Contributor/Architect inferred by cataloger,,,,AAf378,AAr106,1947,1947,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9243,AA,"Ayres & Ayres, Architects records",Callaghan Land and Pastoral Company one story commisary building.,,,Callaghan,,Texas,,,Ayres and Ayres | architects,,,,,,,AAf378.1,AAr106,1940,1940,paper,,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9244,AA,"Ayres & Ayres, Architects records",Cameron County Courthouse.,,,Brownsville,Cameron,Texas,United States,Texas--Brownsville,Ayres and Ayres | architects,,Cameron County,Contributor/Architect inferred by cataloger,,,,AAf153,AAr010,1912,1912,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9245,AA,"Ayres & Ayres, Architects records",Carl Newton residence.,,Park Hill Dr at Robinson Rd,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Newton, Carl",Contributor/Architect inferred by cataloger,,,,AAf139,,1927,1927,,,,,,,,,,,,,,,
9246,AA,"Ayres & Ayres, Architects records",Carolyn Halff residence.,,105 Madison,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Atlee B. Ayres | architect,,"Halff, Carolyn",,,,,AAf017,,undated,undated,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9247,AA,"Ayres & Ayres, Architects records",Carpenter Paper Company office and warehouse building.,,North Medina at Morales,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Carpenter Paper Company,Contributor/Architect inferred by cataloger,,,,AAf365,AAr093,1946-51,1946-51,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9248,AA,"Ayres & Ayres, Architects records",Casey Herschfield residence.,,Park Hill Estates,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Herschfield, Casey",Contributor/Architect inferred by cataloger,,,,AAf081,,undated,undated,,,,,,,,,,,,,,,
9249,AA,"Ayres & Ayres, Architects records",Catto Building.,,Soledad at Convent Sts,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Catto Building,Contributor/Architect inferred by cataloger,,,,AAf212,,1962-1963,1962-1963,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9250,AA,"Ayres & Ayres, Architects records",Catto Building.,,Soledad at Convent Sts,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Catto Building,Contributor/Architect inferred by cataloger,,,,AAf212.1,,1968,1968,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9251,AA,"Ayres & Ayres, Architects records",Catto Building.,,Soledad at Convent Sts,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Catto Building,Contributor/Architect inferred by cataloger,,,,AAf212.2,,1971,1971,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9252,AA,"Ayres & Ayres, Architects records",Catto Building.,,Soledad at Convent Sts,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,Catto Building,Contributor/Architect inferred by cataloger,,,,AAf212.3f,,1974,1974,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9253,AA,"Ayres & Ayres, Architects records",Central Park Shopping Center.,,243 Central Park,San Antonio,,Texas,,,William E. Parrish | architectural firm,,,,"Date: 12-15-66, April 10, 1967, August 30, 1967, Nov. 8, 1967.",,,AAf280,AAr031,1966-1967,1966-1967,prints (ex. bluelines),,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9254,AA,"Ayres & Ayres, Architects records",Chadwick ranch residence.,,,,Wilson,Texas,,,Ayres and Ayres | architects,,"Chadwick, J.B.",,"See blueprints (bluerint folder 8), 8-25-75, 8-27-75, 9-3-75, Sept. 10 1975, oct 23, 1975, Oct 24, 1975.",,,AAf062,,1975,1975,"paper
prints (ex. bluelines)",,,hr,,Mon Mar 13 00:00:00 CST 2006,,,,,,,,,
9255,AA,"Ayres & Ayres, Architects records",Chadwick ranch residence.,,Park Hill Estates,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Chadwick, John B.",Contributor/Architect inferred by cataloger,,,,AAf138,,1928-1929,1928-1929,,,,tv,,Wed Jun 02 00:00:00 CDT 2004,,,,,,,,,
9256,AA,"Ayres & Ayres, Architects records",Chandler residence.,,124 West French Place,San Antonio,Bexar,Texas,United States,Texas--San Antonio,C. A. Coughlin,,"Chandler, E. B.",,Project name and date were derived,,,AAf016,,1905,1905,,,,"tv, ag",,Tue Oct 10 00:00:00 CDT 2006,,,,,,,,,
9257,AA,"Ayres & Ayres, Architects records",Charles Schreiner residence and servant’s quarters. Remodeling.,,Bushnell Place,San Antonio,Bexar,Texas,United States,Texas--San Antonio,Ayres and Ayres | architects,,"Schreiner, Mr. and Mrs. Charles",Contributor/Architect inferred by cataloger,,,,AAf060,,undated,undated,,,,,,,,,,,,,,,
9258,AA,"Ayres & Ayres, Architects records",Chris Marrou residence.,,,Fair Oaks Ranch,Comal,Texas,United States,Texas--Fair Oaks Ranch,Ayres and Ayres | architects,,"Marrou, Chris",Contributor/Architect inferred by cataloger,"????county comal, bexar, or kendall.",,,AAf261,,1977,1977,,,,,,,,,,,,,,,
