unique ID,coll code,Collection,Material types:
10637,DILB,Charles Stevens Dilbeck collection,drawings
10638,DILB,Charles Stevens Dilbeck collection,"drawings
specifications"
10639,DILB,Charles Stevens Dilbeck collection,drawings
10640,DILB,Charles Stevens Dilbeck collection,drawings
10641,DILB,Charles Stevens Dilbeck collection,"drawings
specifications"
10642,DILB,Charles Stevens Dilbeck collection,drawings
10643,DILB,Charles Stevens Dilbeck collection,drawings
10644,DILB,Charles Stevens Dilbeck collection,drawings
10645,DILB,Charles Stevens Dilbeck collection,drawings
10646,DILB,Charles Stevens Dilbeck collection,drawings
10647,DILB,Charles Stevens Dilbeck collection,drawings
10648,DILB,Charles Stevens Dilbeck collection,drawings
15655,DILB,Charles Stevens Dilbeck collection,drawings
11644,DUKE,"Buford Duke, Jr. collection",drawings
11645,DUKE,"Buford Duke, Jr. collection",drawings
11646,DUKE,"Buford Duke, Jr. collection",drawings
11647,DUKE,"Buford Duke, Jr. collection",drawings
11648,DUKE,"Buford Duke, Jr. collection",drawings
11649,DUKE,"Buford Duke, Jr. collection",drawings
11650,DUKE,"Buford Duke, Jr. collection",drawings
11651,DUKE,"Buford Duke, Jr. collection",drawings
11652,DUKE,"Buford Duke, Jr. collection",drawings
11653,DUKE,"Buford Duke, Jr. collection",drawings
11654,DUKE,"Buford Duke, Jr. collection",drawings
11655,DUKE,"Buford Duke, Jr. collection",drawings
11656,DUKE,"Buford Duke, Jr. collection",drawings
11657,DUKE,"Buford Duke, Jr. collection",drawings
11658,DUKE,"Buford Duke, Jr. collection","drawings
other (see Notes)"
11659,DUKE,"Buford Duke, Jr. collection",drawings
11660,DUKE,"Buford Duke, Jr. collection",drawings
11661,DUKE,"Buford Duke, Jr. collection",drawings
11662,DUKE,"Buford Duke, Jr. collection",drawings
11663,DUKE,"Buford Duke, Jr. collection",drawings
11664,DUKE,"Buford Duke, Jr. collection",drawings
11665,DUKE,"Buford Duke, Jr. collection",drawings
11666,DUKE,"Buford Duke, Jr. collection","drawings
other (see Notes)"
11667,DUKE,"Buford Duke, Jr. collection",drawings
11668,DUKE,"Buford Duke, Jr. collection",drawings
11669,DUKE,"Buford Duke, Jr. collection","drawings
photographic"
5086,EBB,Elgin-Butler Brick Company drawings,none
5087,EBB,Elgin-Butler Brick Company drawings,none
5088,EBB,Elgin-Butler Brick Company drawings,none
5089,EBB,Elgin-Butler Brick Company drawings,none
5090,EBB,Elgin-Butler Brick Company drawings,none
5091,EBB,Elgin-Butler Brick Company drawings,none
5092,EBB,Elgin-Butler Brick Company drawings,none
5093,EBB,Elgin-Butler Brick Company drawings,none
5094,EBB,Elgin-Butler Brick Company drawings,none
5095,EBB,Elgin-Butler Brick Company drawings,none
5096,EBB,Elgin-Butler Brick Company drawings,none
5097,EBB,Elgin-Butler Brick Company drawings,none
5098,EBB,Elgin-Butler Brick Company drawings,none
5099,EBB,Elgin-Butler Brick Company drawings,none
5100,EBB,Elgin-Butler Brick Company drawings,none
5101,EBB,Elgin-Butler Brick Company drawings,none
5102,EBB,Elgin-Butler Brick Company drawings,none
5103,EBB,Elgin-Butler Brick Company drawings,none
5104,EBB,Elgin-Butler Brick Company drawings,none
5105,EBB,Elgin-Butler Brick Company drawings,none
5106,EBB,Elgin-Butler Brick Company drawings,none
5107,EBB,Elgin-Butler Brick Company drawings,none
5108,EBB,Elgin-Butler Brick Company drawings,none
5109,EBB,Elgin-Butler Brick Company drawings,none
5110,EBB,Elgin-Butler Brick Company drawings,none
5111,EBB,Elgin-Butler Brick Company drawings,none
5112,EBB,Elgin-Butler Brick Company drawings,none
5113,EBB,Elgin-Butler Brick Company drawings,none
5114,EBB,Elgin-Butler Brick Company drawings,none
5115,EBB,Elgin-Butler Brick Company drawings,none
5116,EBB,Elgin-Butler Brick Company drawings,none
5117,EBB,Elgin-Butler Brick Company drawings,none
5118,EBB,Elgin-Butler Brick Company drawings,none
5119,EBB,Elgin-Butler Brick Company drawings,none
5120,EBB,Elgin-Butler Brick Company drawings,none
5121,EBB,Elgin-Butler Brick Company drawings,none
5122,EBB,Elgin-Butler Brick Company drawings,none
5123,EBB,Elgin-Butler Brick Company drawings,none
5124,EBB,Elgin-Butler Brick Company drawings,none
5125,EBB,Elgin-Butler Brick Company drawings,none
5126,EBB,Elgin-Butler Brick Company drawings,none
5127,EBB,Elgin-Butler Brick Company drawings,none
5128,EBB,Elgin-Butler Brick Company drawings,none
5129,EBB,Elgin-Butler Brick Company drawings,none
5130,EBB,Elgin-Butler Brick Company drawings,none
5131,EBB,Elgin-Butler Brick Company drawings,none
5132,EBB,Elgin-Butler Brick Company drawings,none
5133,EBB,Elgin-Butler Brick Company drawings,none
5134,EBB,Elgin-Butler Brick Company drawings,none
5135,EBB,Elgin-Butler Brick Company drawings,none
5136,EBB,Elgin-Butler Brick Company drawings,none
5137,EBB,Elgin-Butler Brick Company drawings,none
5138,EBB,Elgin-Butler Brick Company drawings,none
5139,EBB,Elgin-Butler Brick Company drawings,none
5140,EBB,Elgin-Butler Brick Company drawings,none
5141,EBB,Elgin-Butler Brick Company drawings,none
5142,EBB,Elgin-Butler Brick Company drawings,none
5143,EBB,Elgin-Butler Brick Company drawings,none
5144,EBB,Elgin-Butler Brick Company drawings,none
5145,EBB,Elgin-Butler Brick Company drawings,none
5146,EBB,Elgin-Butler Brick Company drawings,none
5147,EBB,Elgin-Butler Brick Company drawings,none
5148,EBB,Elgin-Butler Brick Company drawings,none
5149,EBB,Elgin-Butler Brick Company drawings,none
5150,EBB,Elgin-Butler Brick Company drawings,none
5151,EBB,Elgin-Butler Brick Company drawings,none
5152,EBB,Elgin-Butler Brick Company drawings,none
5153,EBB,Elgin-Butler Brick Company drawings,none
5154,EBB,Elgin-Butler Brick Company drawings,none
5155,EBB,Elgin-Butler Brick Company drawings,none
5156,EBB,Elgin-Butler Brick Company drawings,none
5157,EBB,Elgin-Butler Brick Company drawings,none
5158,EBB,Elgin-Butler Brick Company drawings,none
5159,EBB,Elgin-Butler Brick Company drawings,none
5160,EBB,Elgin-Butler Brick Company drawings,none
5161,EBB,Elgin-Butler Brick Company drawings,none
5162,EBB,Elgin-Butler Brick Company drawings,none
5163,EBB,Elgin-Butler Brick Company drawings,none
5164,EBB,Elgin-Butler Brick Company drawings,none
5165,EBB,Elgin-Butler Brick Company drawings,none
5166,EBB,Elgin-Butler Brick Company drawings,none
5167,EBB,Elgin-Butler Brick Company drawings,none
5168,EBB,Elgin-Butler Brick Company drawings,none
5169,EBB,Elgin-Butler Brick Company drawings,none
5170,EBB,Elgin-Butler Brick Company drawings,none
5171,EBB,Elgin-Butler Brick Company drawings,none
5172,EBB,Elgin-Butler Brick Company drawings,none
5173,EBB,Elgin-Butler Brick Company drawings,none
5174,EBB,Elgin-Butler Brick Company drawings,none
5175,EBB,Elgin-Butler Brick Company drawings,none
5176,EBB,Elgin-Butler Brick Company drawings,none
5177,EBB,Elgin-Butler Brick Company drawings,none
5178,EBB,Elgin-Butler Brick Company drawings,none
5179,EBB,Elgin-Butler Brick Company drawings,none
5180,EBB,Elgin-Butler Brick Company drawings,none
5181,EBB,Elgin-Butler Brick Company drawings,none
5182,EBB,Elgin-Butler Brick Company drawings,none
5183,EBB,Elgin-Butler Brick Company drawings,none
5184,EBB,Elgin-Butler Brick Company drawings,none
5185,EBB,Elgin-Butler Brick Company drawings,none
5186,EBB,Elgin-Butler Brick Company drawings,none
5187,EBB,Elgin-Butler Brick Company drawings,none
5188,EBB,Elgin-Butler Brick Company drawings,none
5189,EBB,Elgin-Butler Brick Company drawings,none
5190,EBB,Elgin-Butler Brick Company drawings,none
5191,EBB,Elgin-Butler Brick Company drawings,none
5192,EBB,Elgin-Butler Brick Company drawings,none
5193,EBB,Elgin-Butler Brick Company drawings,none
5194,EBB,Elgin-Butler Brick Company drawings,none
5195,EBB,Elgin-Butler Brick Company drawings,none
5196,EBB,Elgin-Butler Brick Company drawings,none
5197,EBB,Elgin-Butler Brick Company drawings,none
5198,EBB,Elgin-Butler Brick Company drawings,none
5199,EBB,Elgin-Butler Brick Company drawings,none
5200,EBB,Elgin-Butler Brick Company drawings,none
5201,EBB,Elgin-Butler Brick Company drawings,none
5202,EBB,Elgin-Butler Brick Company drawings,none
5203,EBB,Elgin-Butler Brick Company drawings,none
5204,EBB,Elgin-Butler Brick Company drawings,none
5205,EBB,Elgin-Butler Brick Company drawings,none
5206,EBB,Elgin-Butler Brick Company drawings,none
5207,EBB,Elgin-Butler Brick Company drawings,none
5208,EBB,Elgin-Butler Brick Company drawings,none
5209,EBB,Elgin-Butler Brick Company drawings,none
5210,EBB,Elgin-Butler Brick Company drawings,none
5211,EBB,Elgin-Butler Brick Company drawings,none
5212,EBB,Elgin-Butler Brick Company drawings,none
5213,EBB,Elgin-Butler Brick Company drawings,none
5214,EBB,Elgin-Butler Brick Company drawings,none
5215,EBB,Elgin-Butler Brick Company drawings,none
5216,EBB,Elgin-Butler Brick Company drawings,none
5217,EBB,Elgin-Butler Brick Company drawings,none
5218,EBB,Elgin-Butler Brick Company drawings,none
5219,EBB,Elgin-Butler Brick Company drawings,none
5220,EBB,Elgin-Butler Brick Company drawings,none
5221,EBB,Elgin-Butler Brick Company drawings,none
2260,EG,"Walter Eugene George, Jr. collection",undetermined
2599,EG,"Walter Eugene George, Jr. collection",
2808,EG,"Walter Eugene George, Jr. collection",
2809,EG,"Walter Eugene George, Jr. collection",
2810,EG,"Walter Eugene George, Jr. collection",
2811,EG,"Walter Eugene George, Jr. collection",other (see Notes)
2812,EG,"Walter Eugene George, Jr. collection","none
drawings"
3256,EG,"Walter Eugene George, Jr. collection","none
drawings"
3664,EG,"Walter Eugene George, Jr. collection",
3665,EG,"Walter Eugene George, Jr. collection",
3666,EG,"Walter Eugene George, Jr. collection",
3667,EG,"Walter Eugene George, Jr. collection",
3668,EG,"Walter Eugene George, Jr. collection",
3669,EG,"Walter Eugene George, Jr. collection",
3670,EG,"Walter Eugene George, Jr. collection",
3671,EG,"Walter Eugene George, Jr. collection",
3672,EG,"Walter Eugene George, Jr. collection",
3673,EG,"Walter Eugene George, Jr. collection",
3674,EG,"Walter Eugene George, Jr. collection",
3675,EG,"Walter Eugene George, Jr. collection",
3676,EG,"Walter Eugene George, Jr. collection",
3677,EG,"Walter Eugene George, Jr. collection",
3678,EG,"Walter Eugene George, Jr. collection",
3679,EG,"Walter Eugene George, Jr. collection",
3680,EG,"Walter Eugene George, Jr. collection",
3681,EG,"Walter Eugene George, Jr. collection",
3682,EG,"Walter Eugene George, Jr. collection",
3683,EG,"Walter Eugene George, Jr. collection",
3684,EG,"Walter Eugene George, Jr. collection",
3685,EG,"Walter Eugene George, Jr. collection",
3686,EG,"Walter Eugene George, Jr. collection",
3687,EG,"Walter Eugene George, Jr. collection",
3688,EG,"Walter Eugene George, Jr. collection",
3689,EG,"Walter Eugene George, Jr. collection",
3690,EG,"Walter Eugene George, Jr. collection",
3691,EG,"Walter Eugene George, Jr. collection",
3692,EG,"Walter Eugene George, Jr. collection",
3693,EG,"Walter Eugene George, Jr. collection",
3694,EG,"Walter Eugene George, Jr. collection",
3695,EG,"Walter Eugene George, Jr. collection",
3696,EG,"Walter Eugene George, Jr. collection",
3697,EG,"Walter Eugene George, Jr. collection",specifications
3698,EG,"Walter Eugene George, Jr. collection",
3699,EG,"Walter Eugene George, Jr. collection",
3700,EG,"Walter Eugene George, Jr. collection",
3701,EG,"Walter Eugene George, Jr. collection",
3702,EG,"Walter Eugene George, Jr. collection",
3703,EG,"Walter Eugene George, Jr. collection",
3704,EG,"Walter Eugene George, Jr. collection",
3705,EG,"Walter Eugene George, Jr. collection",
3706,EG,"Walter Eugene George, Jr. collection",
3707,EG,"Walter Eugene George, Jr. collection",
3708,EG,"Walter Eugene George, Jr. collection",undetermined
3709,EG,"Walter Eugene George, Jr. collection",undetermined
3710,EG,"Walter Eugene George, Jr. collection",undetermined
3711,EG,"Walter Eugene George, Jr. collection",undetermined
3712,EG,"Walter Eugene George, Jr. collection",undetermined
3713,EG,"Walter Eugene George, Jr. collection",other (see Notes)
3714,EG,"Walter Eugene George, Jr. collection",
3715,EG,"Walter Eugene George, Jr. collection",
3716,EG,"Walter Eugene George, Jr. collection",undetermined
3717,EG,"Walter Eugene George, Jr. collection",undetermined
5237,EG,"Walter Eugene George, Jr. collection",undetermined
5238,EG,"Walter Eugene George, Jr. collection",undetermined
5239,EG,"Walter Eugene George, Jr. collection",undetermined
5240,EG,"Walter Eugene George, Jr. collection",undetermined
5241,EG,"Walter Eugene George, Jr. collection",undetermined
5242,EG,"Walter Eugene George, Jr. collection",undetermined
5243,EG,"Walter Eugene George, Jr. collection",undetermined
5244,EG,"Walter Eugene George, Jr. collection",undetermined
5245,EG,"Walter Eugene George, Jr. collection",undetermined
5246,EG,"Walter Eugene George, Jr. collection",undetermined
5247,EG,"Walter Eugene George, Jr. collection",undetermined
5248,EG,"Walter Eugene George, Jr. collection",undetermined
5249,EG,"Walter Eugene George, Jr. collection",undetermined
5250,EG,"Walter Eugene George, Jr. collection",undetermined
5297,EG,"Walter Eugene George, Jr. collection","specifications
drawings"
5298,EG,"Walter Eugene George, Jr. collection","specifications
drawings"
5299,EG,"Walter Eugene George, Jr. collection",specifications
5561,EG,"Walter Eugene George, Jr. collection",
14096,EG,"Walter Eugene George, Jr. collection",drawings
467,EVE,Raymond Everett drawings and slides,"none
drawings"
468,EVE,Raymond Everett drawings and slides,"none
drawings"
469,EVE,Raymond Everett drawings and slides,"none
drawings"
470,EVE,Raymond Everett drawings and slides,"none
drawings"
471,EVE,Raymond Everett drawings and slides,"none
drawings"
472,EVE,Raymond Everett drawings and slides,"none
drawings"
473,EVE,Raymond Everett drawings and slides,"none
drawings"
474,EVE,Raymond Everett drawings and slides,"none
drawings"
475,EVE,Raymond Everett drawings and slides,"none
drawings"
476,EVE,Raymond Everett drawings and slides,"none
drawings"
477,EVE,Raymond Everett drawings and slides,"none
drawings"
478,EVE,Raymond Everett drawings and slides,"none
drawings"
479,EVE,Raymond Everett drawings and slides,"none
drawings"
480,EVE,Raymond Everett drawings and slides,"none
drawings"
481,EVE,Raymond Everett drawings and slides,"none
drawings"
2755,EVE,Raymond Everett drawings and slides,"none
drawings"
3208,EVE,Raymond Everett drawings and slides,"none
drawings"
3209,EVE,Raymond Everett drawings and slides,"none
drawings"
3210,EVE,Raymond Everett drawings and slides,"none
drawings"
3259,EVE,Raymond Everett drawings and slides,"specifications
drawings"
482,FC,Fooshee and Cheek collection,undetermined
483,FC,Fooshee and Cheek collection,undetermined
2587,FC,Fooshee and Cheek collection,
2588,FC,Fooshee and Cheek collection,
2589,FC,Fooshee and Cheek collection,
2590,FC,Fooshee and Cheek collection,
2591,FC,Fooshee and Cheek collection,
2592,FC,Fooshee and Cheek collection,
2593,FC,Fooshee and Cheek collection,
2594,FC,Fooshee and Cheek collection,
2595,FC,Fooshee and Cheek collection,
2600,FC,Fooshee and Cheek collection,
2601,FC,Fooshee and Cheek collection,
2602,FC,Fooshee and Cheek collection,
2603,FC,Fooshee and Cheek collection,
2604,FC,Fooshee and Cheek collection,
2605,FC,Fooshee and Cheek collection,
2606,FC,Fooshee and Cheek collection,
2607,FC,Fooshee and Cheek collection,
2608,FC,Fooshee and Cheek collection,
2609,FC,Fooshee and Cheek collection,
2610,FC,Fooshee and Cheek collection,
2611,FC,Fooshee and Cheek collection,
2612,FC,Fooshee and Cheek collection,
2613,FC,Fooshee and Cheek collection,
2614,FC,Fooshee and Cheek collection,
2615,FC,Fooshee and Cheek collection,
2616,FC,Fooshee and Cheek collection,
2617,FC,Fooshee and Cheek collection,
2618,FC,Fooshee and Cheek collection,
2619,FC,Fooshee and Cheek collection,
2620,FC,Fooshee and Cheek collection,
2621,FC,Fooshee and Cheek collection,
2622,FC,Fooshee and Cheek collection,
2623,FC,Fooshee and Cheek collection,
2624,FC,Fooshee and Cheek collection,
2625,FC,Fooshee and Cheek collection,
2626,FC,Fooshee and Cheek collection,
2627,FC,Fooshee and Cheek collection,
2628,FC,Fooshee and Cheek collection,
2629,FC,Fooshee and Cheek collection,
2630,FC,Fooshee and Cheek collection,
2631,FC,Fooshee and Cheek collection,
2632,FC,Fooshee and Cheek collection,
2633,FC,Fooshee and Cheek collection,
2634,FC,Fooshee and Cheek collection,
2635,FC,Fooshee and Cheek collection,
2636,FC,Fooshee and Cheek collection,
2637,FC,Fooshee and Cheek collection,
2638,FC,Fooshee and Cheek collection,
2639,FC,Fooshee and Cheek collection,
2640,FC,Fooshee and Cheek collection,
2641,FC,Fooshee and Cheek collection,
2642,FC,Fooshee and Cheek collection,
2643,FC,Fooshee and Cheek collection,
2644,FC,Fooshee and Cheek collection,
2645,FC,Fooshee and Cheek collection,
2646,FC,Fooshee and Cheek collection,
2647,FC,Fooshee and Cheek collection,
2648,FC,Fooshee and Cheek collection,
2879,FC,Fooshee and Cheek collection,
10048,FG,Fehr and Granger collection,drawings
10049,FG,Fehr and Granger collection,drawings
10050,FG,Fehr and Granger collection,drawings
10051,FG,Fehr and Granger collection,drawings
10052,FG,Fehr and Granger collection,drawings
10053,FG,Fehr and Granger collection,drawings
10054,FG,Fehr and Granger collection,drawings
10055,FG,Fehr and Granger collection,drawings
10056,FG,Fehr and Granger collection,drawings
10057,FG,Fehr and Granger collection,drawings
10058,FG,Fehr and Granger collection,drawings
10059,FG,Fehr and Granger collection,drawings
10060,FG,Fehr and Granger collection,drawings
10061,FG,Fehr and Granger collection,drawings
10062,FG,Fehr and Granger collection,drawings
10063,FG,Fehr and Granger collection,drawings
10064,FG,Fehr and Granger collection,drawings
10065,FG,Fehr and Granger collection,drawings
10066,FG,Fehr and Granger collection,drawings
10067,FG,Fehr and Granger collection,"drawings
specifications"
13671,FG,Fehr and Granger collection,drawings
13672,FG,Fehr and Granger collection,drawings
13673,FG,Fehr and Granger collection,"drawings
specifications"
13674,FG,Fehr and Granger collection,drawings
13675,FG,Fehr and Granger collection,drawings
13676,FG,Fehr and Granger collection,drawings
13677,FG,Fehr and Granger collection,drawings
13678,FG,Fehr and Granger collection,drawings
13679,FG,Fehr and Granger collection,"drawings
specifications"
13680,FG,Fehr and Granger collection,drawings
13681,FG,Fehr and Granger collection,drawings
13682,FG,Fehr and Granger collection,drawings
13683,FG,Fehr and Granger collection,drawings
13684,FG,Fehr and Granger collection,"drawings
specifications"
13685,FG,Fehr and Granger collection,drawings
13686,FG,Fehr and Granger collection,drawings
13687,FG,Fehr and Granger collection,drawings
13688,FG,Fehr and Granger collection,drawings
13689,FG,Fehr and Granger collection,drawings
13690,FG,Fehr and Granger collection,"drawings
specifications"
13691,FG,Fehr and Granger collection,drawings
13692,FG,Fehr and Granger collection,drawings
13693,FG,Fehr and Granger collection,"drawings
specifications"
13694,FG,Fehr and Granger collection,"drawings
specifications"
13695,FG,Fehr and Granger collection,drawings
13696,FG,Fehr and Granger collection,"drawings
specifications"
13697,FG,Fehr and Granger collection,"drawings
specifications"
13698,FG,Fehr and Granger collection,"drawings
specifications"
13699,FG,Fehr and Granger collection,"drawings
specifications"
13700,FG,Fehr and Granger collection,"drawings
specifications"
13701,FG,Fehr and Granger collection,"drawings
specifications"
13702,FG,Fehr and Granger collection,"drawings
specifications"
13703,FG,Fehr and Granger collection,"drawings
specifications"
13704,FG,Fehr and Granger collection,drawings
13705,FG,Fehr and Granger collection,"drawings
specifications"
13706,FG,Fehr and Granger collection,drawings
13707,FG,Fehr and Granger collection,"drawings
specifications"
13708,FG,Fehr and Granger collection,"drawings
specifications"
13709,FG,Fehr and Granger collection,"drawings
specifications"
13710,FG,Fehr and Granger collection,"drawings
specifications"
13711,FG,Fehr and Granger collection,"drawings
specifications"
13712,FG,Fehr and Granger collection,drawings
13713,FG,Fehr and Granger collection,drawings
13714,FG,Fehr and Granger collection,drawings
13715,FG,Fehr and Granger collection,"drawings
specifications"
13716,FG,Fehr and Granger collection,drawings
13717,FG,Fehr and Granger collection,"drawings
specifications"
13718,FG,Fehr and Granger collection,drawings
13719,FG,Fehr and Granger collection,"drawings
specifications"
13720,FG,Fehr and Granger collection,drawings
13721,FG,Fehr and Granger collection,drawings
13722,FG,Fehr and Granger collection,"drawings
specifications"
13723,FG,Fehr and Granger collection,"drawings
specifications"
13724,FG,Fehr and Granger collection,drawings
13725,FG,Fehr and Granger collection,"drawings
specifications"
13726,FG,Fehr and Granger collection,drawings
13727,FG,Fehr and Granger collection,"drawings
specifications"
13728,FG,Fehr and Granger collection,drawings
13729,FG,Fehr and Granger collection,drawings
13730,FG,Fehr and Granger collection,drawings
13731,FG,Fehr and Granger collection,"drawings
specifications"
13732,FG,Fehr and Granger collection,"drawings
specifications"
13733,FG,Fehr and Granger collection,drawings
13734,FG,Fehr and Granger collection,drawings
13735,FG,Fehr and Granger collection,drawings
13736,FG,Fehr and Granger collection,"drawings
specifications"
13737,FG,Fehr and Granger collection,"drawings
correspondence"
13738,FG,Fehr and Granger collection,"drawings
specifications"
13739,FG,Fehr and Granger collection,"drawings
specifications"
13740,FG,Fehr and Granger collection,"drawings
specifications"
13741,FG,Fehr and Granger collection,drawings
13742,FG,Fehr and Granger collection,drawings
13743,FG,Fehr and Granger collection,"drawings
specifications"
13744,FG,Fehr and Granger collection,drawings
13745,FG,Fehr and Granger collection,"drawings
specifications"
13746,FG,Fehr and Granger collection,drawings
13747,FG,Fehr and Granger collection,drawings
13748,FG,Fehr and Granger collection,drawings
13749,FG,Fehr and Granger collection,drawings
13750,FG,Fehr and Granger collection,"drawings
specifications"
13751,FG,Fehr and Granger collection,"drawings
specifications"
13752,FG,Fehr and Granger collection,"drawings
correspondence"
13753,FG,Fehr and Granger collection,"drawings
specifications"
13754,FG,Fehr and Granger collection,"drawings
specifications"
13755,FG,Fehr and Granger collection,"drawings
specifications"
13756,FG,Fehr and Granger collection,drawings
13757,FG,Fehr and Granger collection,"drawings
specifications"
13758,FG,Fehr and Granger collection,"drawings
specifications"
13759,FG,Fehr and Granger collection,"drawings
specifications"
13760,FG,Fehr and Granger collection,drawings
13761,FG,Fehr and Granger collection,drawings
13762,FG,Fehr and Granger collection,drawings
13763,FG,Fehr and Granger collection,drawings
13764,FG,Fehr and Granger collection,drawings
13765,FG,Fehr and Granger collection,drawings
13766,FG,Fehr and Granger collection,drawings
13767,FG,Fehr and Granger collection,drawings
13768,FG,Fehr and Granger collection,"drawings
specifications"
13769,FG,Fehr and Granger collection,"drawings
specifications"
13770,FG,Fehr and Granger collection,drawings
13771,FG,Fehr and Granger collection,drawings
13772,FG,Fehr and Granger collection,drawings
13773,FG,Fehr and Granger collection,drawings
13774,FG,Fehr and Granger collection,drawings
13775,FG,Fehr and Granger collection,"drawings
specifications"
13776,FG,Fehr and Granger collection,drawings
13777,FG,Fehr and Granger collection,drawings
13778,FG,Fehr and Granger collection,drawings
13779,FG,Fehr and Granger collection,drawings
13780,FG,Fehr and Granger collection,drawings
13781,FG,Fehr and Granger collection,drawings
13782,FG,Fehr and Granger collection,drawings
13783,FG,Fehr and Granger collection,"specifications
drawings"
13784,FG,Fehr and Granger collection,drawings
13785,FG,Fehr and Granger collection,drawings
13786,FG,Fehr and Granger collection,drawings
13787,FG,Fehr and Granger collection,drawings
13788,FG,Fehr and Granger collection,drawings
13789,FG,Fehr and Granger collection,drawings
13790,FG,Fehr and Granger collection,drawings
13791,FG,Fehr and Granger collection,drawings
13792,FG,Fehr and Granger collection,drawings
13793,FG,Fehr and Granger collection,drawings
13794,FG,Fehr and Granger collection,drawings
13795,FG,Fehr and Granger collection,drawings
13796,FG,Fehr and Granger collection,drawings
13797,FG,Fehr and Granger collection,drawings
13798,FG,Fehr and Granger collection,drawings
13799,FG,Fehr and Granger collection,drawings
13800,FG,Fehr and Granger collection,drawings
13801,FG,Fehr and Granger collection,drawings
13802,FG,Fehr and Granger collection,drawings
13803,FG,Fehr and Granger collection,"specifications
drawings"
13804,FG,Fehr and Granger collection,drawings
13805,FG,Fehr and Granger collection,"drawings
specifications"
13806,FG,Fehr and Granger collection,drawings
13807,FG,Fehr and Granger collection,drawings
13808,FG,Fehr and Granger collection,drawings
13809,FG,Fehr and Granger collection,drawings
13810,FG,Fehr and Granger collection,drawings
13811,FG,Fehr and Granger collection,drawings
13812,FG,Fehr and Granger collection,drawings
13813,FG,Fehr and Granger collection,drawings
13814,FG,Fehr and Granger collection,drawings
13815,FG,Fehr and Granger collection,drawings
13816,FG,Fehr and Granger collection,"drawings
photographic"
13817,FG,Fehr and Granger collection,drawings
13818,FG,Fehr and Granger collection,drawings
13819,FG,Fehr and Granger collection,"drawings
job files"
13820,FG,Fehr and Granger collection,drawings
13821,FG,Fehr and Granger collection,drawings
13822,FG,Fehr and Granger collection,drawings
13823,FG,Fehr and Granger collection,drawings
13824,FG,Fehr and Granger collection,drawings
13825,FG,Fehr and Granger collection,drawings
13826,FG,Fehr and Granger collection,drawings
13827,FG,Fehr and Granger collection,drawings
13828,FG,Fehr and Granger collection,drawings
13829,FG,Fehr and Granger collection,drawings
13830,FG,Fehr and Granger collection,drawings
13831,FG,Fehr and Granger collection,"drawings
correspondence"
13832,FG,Fehr and Granger collection,drawings
13833,FG,Fehr and Granger collection,drawings
13834,FG,Fehr and Granger collection,"drawings
specifications"
13835,FG,Fehr and Granger collection,"drawings
photographic"
13836,FG,Fehr and Granger collection,drawings
13837,FG,Fehr and Granger collection,drawings
13838,FG,Fehr and Granger collection,drawings
13839,FG,Fehr and Granger collection,drawings
13840,FG,Fehr and Granger collection,drawings
13841,FG,Fehr and Granger collection,drawings
13842,FG,Fehr and Granger collection,drawings
13843,FG,Fehr and Granger collection,drawings
13844,FG,Fehr and Granger collection,"drawings
photographic"
13845,FG,Fehr and Granger collection,drawings
13846,FG,Fehr and Granger collection,"drawings
specifications"
13847,FG,Fehr and Granger collection,drawings
13848,FG,Fehr and Granger collection,drawings
13849,FG,Fehr and Granger collection,drawings
13850,FG,Fehr and Granger collection,drawings
13851,FG,Fehr and Granger collection,drawings
13852,FG,Fehr and Granger collection,drawings
13853,FG,Fehr and Granger collection,drawings
13854,FG,Fehr and Granger collection,drawings
13855,FG,Fehr and Granger collection,drawings
13856,FG,Fehr and Granger collection,drawings
13857,FG,Fehr and Granger collection,drawings
13858,FG,Fehr and Granger collection,drawings
13859,FG,Fehr and Granger collection,drawings
13860,FG,Fehr and Granger collection,drawings
13861,FG,Fehr and Granger collection,drawings
13862,FG,Fehr and Granger collection,drawings
13863,FG,Fehr and Granger collection,"drawings
photographic"
13864,FG,Fehr and Granger collection,drawings
13865,FG,Fehr and Granger collection,drawings
13866,FG,Fehr and Granger collection,drawings
13867,FG,Fehr and Granger collection,drawings
13868,FG,Fehr and Granger collection,drawings
13869,FG,Fehr and Granger collection,drawings
13870,FG,Fehr and Granger collection,drawings
13871,FG,Fehr and Granger collection,drawings
13872,FG,Fehr and Granger collection,drawings
13873,FG,Fehr and Granger collection,drawings
13874,FG,Fehr and Granger collection,drawings
13875,FG,Fehr and Granger collection,drawings
13876,FG,Fehr and Granger collection,drawings
13877,FG,Fehr and Granger collection,drawings
13878,FG,Fehr and Granger collection,drawings
13879,FG,Fehr and Granger collection,drawings
13880,FG,Fehr and Granger collection,drawings
13881,FG,Fehr and Granger collection,"drawings
specifications"
13882,FG,Fehr and Granger collection,drawings
13883,FG,Fehr and Granger collection,drawings
13884,FG,Fehr and Granger collection,drawings
13885,FG,Fehr and Granger collection,drawings
13886,FG,Fehr and Granger collection,"drawings
specifications"
13887,FG,Fehr and Granger collection,drawings
13888,FG,Fehr and Granger collection,drawings
13889,FG,Fehr and Granger collection,drawings
13890,FG,Fehr and Granger collection,drawings
13891,FG,Fehr and Granger collection,drawings
13892,FG,Fehr and Granger collection,"drawings
specifications"
